"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","14936_4#69","19341_2#149","22841_4#12","22841_2#173","22841_1#55","22841_1#25","21999_8#36","21999_8#116","21999_7#177","21999_7#138","21485_4#4","21242_2#147","21127_2#77","18090_5#41","17175_6#33","17175_5#79","17150_6#90","17150_6#36","17150_6#20","17150_5#74","17150_5#27","17059_8#8","17059_8#42","17059_8#14","17059_6#24","16043_2#91","15995_2#172","15995_2#15","15995_2#146","15995_1#78","15995_1#128","15995_1#113","15841_5#30","15841_5#22","15841_4#63","15841_4#60","15841_4#38","15841_2#84","15841_2#65","15841_2#55","15841_2#18","15841_2#13","15841_1#64","15841_1#52","15841_1#42","15841_1#24","15731_8#21","15531_6#83","15531_6#11","15531_5#80","15531_5#73","14936_4#8","14936_4#52","14913_6#80","14913_5#59","14555_4#83","14555_4#35","14555_4#33","14555_4#11","14555_3#86","14555_3#27","14412_2#38","14410_8#88","14410_8#59","14410_6#51","14410_6#29","14410_5#40","14257_1#75","13415_8#23","13415_4#94","13415_4#61","12837_5#59","12837_5#32","12837_5#1","12837_4#65","12837_4#21","12837_2#45","12837_2#27","12837_1#48","12837_1#10","12291_6#84","12291_6#63","12291_6#61","12162_1#90","12162_1#37","12162_1#21","16288_6#65","16288_4#41","16288_4#36","17175_8#70","21999_8#28","21999_7#115","17175_6#66","15874_1#5"
"ecfA1_2","","ABC transporter ATP-binding protein",18,"","","","","","","",1,1,1,"","","","1","","","","","1","","","","1","1","","","","","","","","","1","","","","","","","","1","1","1","","","1","1","1","","","","","","","","","","","1","","","1","","1","","1","","1","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","",""
"group_9372","murZ","acetyltransferase",18,"","","","","","","",1,1,1,"","1","","1","","","1","1","1","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","1","","","","1","1","","1","","1","","","","","","1","","",""
"group_422","","degenerate transposase",17,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","1","","","","","","","","","","","","1","","","","","","","1","","","","","","1","","","","","","","1","","1","1","1","1","1","","","1","","","","","1","","","1","1","","","","","","","",""
"group_88","IS1167-truncation","transposase",17,"","","","","","","",1,1,1,"1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","1","","","","","","","1","","","","","","","","","","","1","","","1","1","","","","","","1","1","1","","","","","","","","","","","1","1","","","1","","","","","","1","","","","","","","1","","","","",""
"transposase_A","","IS630-Spn1 transposase Orf2",17,"","","","","","","",1,1,1,"","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","1","","","1","","","","","","1","","","","1","","","","1","","","","1","","1","","","","","","","","1","","","1","1","","","1","","","","","","","","","1","","","1","","1","","","","","","","","","","","","","1"
"group_11704","","hypothetical protein",17,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","1","","","","","","","","1","","","","1","","1","","","1","","","1","","","","","","","1","1","1","1","","","1","1","","","","","","","","1","","","","","1","1","","","","","",""
"group_6623","yhdJ","DNA modification methyltransferase M.XbaI",17,"","","","","","","",1,1,1,"","","1","","1","1","1","1","","","","","","","","","","","","","","","","","","1","1","","","","","","","1","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","1","","","","","","","","","","","","1","1","1","","","","1",""
"group_8065","yhgF","S1 RNA-binding domain-containing protein",17,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","1","","","1","","","","","","1","1","","","1","","1","","","","1","","1","","","","","","","1","","1","1","1","","","","","","","","","","1","","","","","1","","","",""
"group_89","","transposase",17,"","","","","","","",1,1,1,"1","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","1","","","","1","","1","","","","","1","","","1","","","","","","","","","","","1","","1","","","1","1","1","","","","","","1","","","1","","","1","","","","","","","","","","","","","","","1","",""
"group_1984","yhbU_1","peptidase U32 family",17,"","","","","","","",1,1,1,"","","","1","","","","","1","","","","1","1","","","","","","","","","1","","","","","","","","1","1","1","","","1","1","1","","","","","","","","","","","1","","","1","","1","","","","1","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","",""
"ung","","uracil-DNA glycosylase",17,"","","","","","","",1,1,1,"","","1","","1","1","1","","","","1","1","","","","","","","","","","","","","","","","","","1","","","","","","","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","1","","","","","1","","1","1","","1"
"phpA","","streptococcal histidine triad protein PhpA",17,"","","","","","","",1,1,1,"","","1","","1","1","1","","","","1","1","","","","","","","","","","","","","","","","","","1","","","","","","","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","1","","","","","1","","1","1","","1"
"group_13649","","FIG01115181  hypothetical protein",16,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","1","1","1","1","1","","1","1","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","1","","","","","","","1","","","","","","","",""
"group_1572","","Tn5253 bacteriocine putative",16,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","1","","","","","","","","","","","","","1","1","","","1","1","","","","","1","","1","1","","1","","1","1","","","1","","1","1","","","","","","","","",""
"group_2082","","competence-specific global transcription modulator",16,"","","","","","","",1,1,1,"","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","1","1","","","1","","1","1","","","","","","","","","","","","","","1","","","","","","1","","","","","1","","","","","","","","","","1","","","1","1","","","","1","","1"
"group_3800","","competence-induced protein Ccs4",16,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","1","1","1","1","1","","1","1","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","1","","","","","","","1","","","","","","","",""
"group_4967","","carbamoylphosphate synthase large subunit",16,"","","","","","","",1,1,1,"","","1","","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","1","1","","1","","","","","","1","","","","1","","","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","","","1","","","","",""
"group_2284","","PTS system transporter subunit IIA",16,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","1","","1","","","","","","","","","1","","","","","","","1","1","","","","","","","","1","","","1","1","","","","1","","1","","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","1"
"pheT_2","","phenylalanyl-tRNA synthetase beta subunit",16,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","1","","","","","","","","","","","","","","","","1","","","","","","1","","1","1","","1","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","1","","1","1","","","","",""
"group_2410","","Membrane protein",15,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","1","","","1","","","","","","","","1","","1","","","1","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","1","","","","","","","","","1","","","","1","","1","","","",""
"group_2437","","Membrane protein",15,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","1","","","","","","","","","","","","1","","","","","","1","","1","","","","","1","","1","","","1","","1","","1","","","","","1","","","","","","1","","","",""
"group_2164","hsdR_2","type I restriction-modification system R subunit",15,"","","","","","","",1,1,1,"","","1","","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","1","1","","1","","","","","","1","","","","1","","","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","","","",""
"group_5299","glnQ_2","amino acid ABC transporter ATP-binding protein",15,"","","","","","","",1,1,1,"","","1","","1","1","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","1","1","","","","","1","","1","1","1","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_965","xerD","IS630-Spn1 transposase Orf1",15,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","1","","1","","","","","","1","","","","1","","","","1","","","","","","","","","","","","","","","","","1","","1","","","","1","1","","","","1","1","1","1","","","","","","","",""
"group_12235","dsbD_2","cytochrome c-type biogenesis protein CcdA",15,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","1","","","1","","1","","","","","","","","","","","","","","1","","","","","1","1","","1","1","","","","","","","","","","","","","","","1","","","","","","","","","1","","","1","1","1","","","","",""
"group_5951","","Membrane protein",15,"","","","","","","",1,1,1,"","1","1","","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","1","1","","","","1","","1","1","","1","","","","","","","","","","","1","1","","","","","",""
"group_1521","","DNA or RNA helicases of superfamily II",14,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","1","","","1","","","","","","","","1","","","","","","1","","","","1","1","1","","","","","","","",""
"group_1946","","transposase",14,"","","","","","","",1,1,1,"","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","1","","","1","","","","","","","","","","","1","1","","","1","","","1","","","","","","1","","","","","","","","","","","","1","","","","","","","","1","","","1","",""
"group_5481","birA","bifunctional protein biotin operon repressor biotin--[acetyl-CoA-carboxylase] synthetase",14,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","1","","","","","1","","","1","","","","","","","","","","","1","","1","","1","","1","1","","","","","","1","","","1","","","1","","","","","","","","","","","","","","","","",""
"group_2312","","PTS system transporter subunit IIA",14,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","","","","","","","","","","1","","","1","","1","1","","","","","","","","","","","","1","1","","","","","","","","","1","","","","","","","1","","","","1","","","","","","","","","1","1","","","","",""
"group_8000","","hypothetical protein",14,"","","","","","","",1,1,1,"1","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","1","","","","","","","1","1","","","","","1","","","","","","","","","","","","","1","","","1","","","","","1","1","","","1","","","","",""
"group_1143","","transposase",14,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","1","","","","1","","","","","","","","","","1","1","","","1","1","","","","","","","","1","","1","1","","1","","","1","","","","","","1","","","","","","","","","","",""
"group_4430","clpC_1","Group II intron maturase",14,"","","","","","","",1,1,1,"","","","1","","","","","","","","","","","1","1","","","","1","","","","","","","","","","1","","","","","","","","","","","1","","","1","","","","","","","","","1","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","",""
"group_1518","","DNA or RNA helicases of superfamily II",13,"","","","","","","",1,1,1,"","","","","","","1","1","1","1","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","1","","","","","1","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","",""
"group_1162","","degenerate transposase",13,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","1","","","1","","","","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","1","","","","1","","","1","","","","","","1","","","","","",""
"group_774","transposase_C","transposase",13,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","1","","","","","","","","","","","","","1","1","","","","1","","","","","1","","1","","","1","","1","1","","","1","","","1","","","","","","","","",""
"group_3661","","major facilitator superfamily permease",13,"","","","","","","",1,1,1,"","","","","","","1","1","1","1","1","1","1","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","1","",""
"group_5034","rgg","transcriptional activator Rgg/GadR/MutR family protein",13,"","","","","","","",1,1,1,"","","","","","","1","1","1","1","1","1","1","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","1","",""
"group_10740","trpE","anthranilate synthase component I",13,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","1","","","","","1","","","","","","","","","","","","","","","","","","","1","1","","1","","","","","","","","","1","","","","","","","","","1","","","","","","","","","1","1","1","","","","","",""
"group_7840","ylbL","ATP-dependent protease La",13,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","1","1","","","","","1","","1","1","","","","1","","","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","",""
"group_13729","ybhL","membrane protein",13,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","1","1","","","","","1","","1","1","","","","1","","","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","",""
"group_5159","gatC_1","PTS system galactitol-specific family transporter subunit IIC",13,"","","","","","","",1,1,1,"","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","1","1","","1","","","","","","","","1","","1","","1","","","","","","","","","1","","","","1","","","","","","","","1","","","1","","","","","","","","","","","","","","",""
"transposase_D_2","","IS1239 transposase",13,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","1","","","","","","","","","","1","","","","1","1","1","","","","","","","","","1","","","","","","1","","1","","","","","","","","","1","","","","1","","","","","","","","","","","","",""
"group_3925","potD_1","iron ABC transporter iron-binding protein",13,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","","","","","1","1","","","1","","","","","","","1","","","","1","","","","","","","1","1","1","","","","","","1","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","",""
"group_6582","tktN","transketolase n-terminal section",13,"","","","","","","",1,1,1,"","","","","","","1","1","1","1","1","1","1","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","1","",""
"group_416","IS1381-truncation","transposase-like protein IS1381 ISSpn7",13,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","1","1","","","","1","","","","","","1","","1","1","","","","","","","","","","","","","","","","","1","","","1","","","","","","1","","","","","1","","","","","","","","1"
"clcA","","voltage-gated chloride channel family protein",13,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","1","","","","","","","1","","1","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","1","","1","","","","","","1","","","","","","","","","1","","1","","1","","","","","","","","","1","1","","","",""
"group_11929","","excreted peptide",13,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","1","","1","1","1","1","","","","","","","","","1","1","","1","1","","","","","","1","","","","","","","","",""
"group_4326","","hypothetical protein",13,"","","","","","","",1,1,1,"","1","1","","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","1","","","","1","","1","1","","1","","","","","","","","","","","1","","","","","","",""
"yjjP","","membrane spanning protein",13,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","1","","","1","","1","","","","1","","","","","1","","","","","","","","","","","","","","","1","1","","","","","","","1","","","","1","1","","","",""
"group_5300","glnQ_2","ABC transporter ATP-binding protein",12,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","1","1","","","","","1","","1","1","1","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_12158","sapB","putative Mg2+ transporter-C",12,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","1","","","","","1","","","","","","","","","","","","","","","","","","","1","1","","1","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","1","1","","","","","",""
"group_1961","","transposase",12,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","1","1","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","1","","1","","","1","1","1","","1","","","","","","",""
"group_5937","fliY","polar amino acid ABC uptake transporter substrate binding protein",12,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","1","1","","","","","1","","1","1","1","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2379","","Membrane protein",12,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","1","1","","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","1","","1","1","","1","","","","","","","","","","","1","","","","","","",""
"group_4059","comA","competence factor transporting ATP-binding protein/permease ComA",11,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","1","","","1","","1","1","","","1","","1","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","",""
"group_8776","cpsB","tyrosine-protein phosphatase CpsB",11,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","","","","","","","","","1","","","","","","","1","","","","","","1","","","","","","","","","","","1","","1","","","1","","1","","","","","","","","","","1","","","","",""
"comB_2","","competence factor transport protein ComB",11,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","1","","","1","","1","1","","","1","","1","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","",""
"group_11430","speE","spermidine synthase",11,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","1","","","1","","1","","","","","","","","","","","","","","1","","","","","","","1","1","","","","","1","","","","","","","1","","","","","","","","","","","",""
"group_884","","IS630-Spn1 transposase Orf2",11,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","1","","","1","1","","","1","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","1","","1","","","","","","","","",""
"group_376","","transposase-like protein IS1381 ISSpn7",11,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","1","1","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","","","","",""
"group_1734","","IS1239 transposase",11,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","1","","","","","1","","","","","1","","1","","","","","","","","","","","","","","","1","1","","","","","","1","","","","","","","","","","","1","","","","","","","","1",""
"group_233","IS861-truncation","IS3-Spn1 transposase",11,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","","","1"
"group_7539","","hypothetical protein",11,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","1","","","","","1","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","1","1","","","","","",""
"group_593","phtA","pneumococcal histidine triad protein A precursor",11,"","","","","","","",1,1,1,"","1","","","","","1","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","",""
"group_2094","","competence-specific global transcription modulator",11,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","","1","","1","1","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_6621","yhdJ","DNA modification methyltransferase M.XbaI",11,"","","","","","","",1,1,1,"","","","","","","","","","1","1","1","","","1","1","","1","","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","",""
"group_2634","lepA","PTS system IIB component (galactitol/fructose specific)",11,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","1","1","","","","","","","","1","","","","1","","","","","","1","","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","1"
"group_6858","phtE-truncation","pneumococcal histidine triad protein E",11,"","","","","","","",1,1,1,"","1","","","","","1","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","",""
"group_161","","N-ethylammeline chlorohydrolase",10,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","1","","","1","","","","","","","","","","","1","","1","","","","","","","","","","","","","",""
"group_2642","lepA","PTS system galactose-specific transporter subunit IIB",10,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","1","","","1","","","","","","","","","","","1","","1","","","","","","","","","","","","","",""
"group_2604","lacZ","beta-galactosidase",10,"","","","","","","",1,1,1,"1","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","1","","1","","","","","","","","","","1","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","",""
"group_3338","","binding-protein-dependent transport systems inner membrane component",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","1","1","","","","","",""
"group_236","IS861-truncation","IS3-Spn1 transposase truncation",10,"","","","","","","",1,1,1,"","","","","","","1","","","1","","","","","","","","1","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1",""
"group_2509","ydcU","iron ABC transporter membrane-spanning permease",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","","","","","1","1","","","1","","","","","","","1","","","","1","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","",""
"group_5524","rbgA","GTP-binding protein",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","1","","","","","1","","1","","1","","","","","","","","","1","1","","","",""
"group_14735","","Membrane protein",10,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","1","","1","1","","1","","","","","","","","","","","1","1","","","","","",""
"group_3094","fbpC","ABC transporter ATP-binding protein",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","","","","","1","1","","","1","","","","","","","1","","","","1","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","",""
"group_8995","","hypothetical protein",10,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","1","1","1","","","1","1","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","",""
"group_13633","yceG","aminodeoxychorismate lyase",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","1","","1","1","","","","","","","1","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","1"
"phtD","","histidine triad protein D",10,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","1","1","","","","","","","1","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","1","","","","","",""
"group_12772","","integral membrane protein",10,"","","","","","","",1,1,1,"","","1","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","1","","","","","1","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","",""
"lacZ","","beta-galactosidase",10,"","","","","","","",1,1,1,"","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","1","","","","","","","","","","1"
"group_14385","nadC","nicotinate-nucleotide pyrophosphorylase",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","1","1","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","1","","","","","",""
"group_2417","","Membrane protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","1","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1",""
"group_2640","","PTS system galactose-specific transporter subunit IIB",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","1","","","","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","",""
"group_5400","","transposase IS663-like",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","1","","1","","","1","","1","","1","","","","","","",""
"group_5650","","YwnB",9,"","","","","","","",1,1,1,"","","","","","","1","1","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","1","",""
"group_1147","","transposase",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","","","","","","","","1","","1","","","","","","","",""
