"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","10395_5#20","17794_7#28","16399_6#70","19183_3#12","17794_8#129","17794_7#124","16399_5#32","15873_2#77","14520_5#88","14520_5#41","14520_4#31","14520_4#30","19183_3#94","19183_3#23","19183_3#19","17794_7#92","17794_7#24","17794_7#115","17794_7#114","17794_7#111","17428_8#180","17428_8#178","17428_8#158","17428_8#155","17428_8#112","16453_2#8","16399_7#51","16399_7#45","16399_7#38","16399_6#65","16399_6#36","16399_6#32","16399_6#28","16399_6#2","16399_6#14","16399_5#47","16399_5#40","16399_5#39","15873_5#75","15873_5#70","15873_4#79","15873_4#69","15873_2#28","15531_5#49","15531_4#80","15531_4#77","15531_4#49","15531_4#48","14520_7#92","14520_7#65","14520_7#62","14520_7#61","14520_7#26","14520_7#17","14520_7#15"
"ycjP_3","","ABC transporter-sugar transport N-acetylneuraminate transport system permease",40,"","","","","","","",1,1,1,"","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","","1","","","","1","","1","1","","1","","","","1","1","1","1","1",""
"group_7177","dhaM","sugar phosphotransferase system (PTS) fructose family IIA component",39,"","","","","","","",1,1,1,"1","1","1","","","","1","1","1","1","","","1","","1","","1","1","","1","","1","","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","","1","1","1"
"group_3748","","prophage ps3 protein 13",39,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","","1","1","1","1","","","","1","1","","1","","","1","1","1","1","","","","1","1","","","","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_1387","","cell wall surface anchor family protein",39,"","","","","","","",1,1,1,"","1","","","1","","1","1","1","1","1","1","","","","1","1","","","","","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1"
"group_9984","","hypothetical protein",39,"","","","","","","",1,1,1,"","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","","1","1","","1","","","","","","","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","",""
"group_384","","fusion of IS1381 orf A and B",39,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","","","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","","","","1","1","1","1","1","","","","1","","","1","1","","1","1","1",""
"group_9927","lafA","BlpM",39,"","","","","","","",1,1,1,"","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","","1","1","","1","1","1","","","","1","","","1","1","","1","1","1",""
"group_1156","","pilin gene inverting-like protein",39,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","","1","","1","","","","1",""
"group_8123","acpP_2","acyl carrier protein",39,"","","","","","","",1,1,1,"1","1","1","1","1","","1","1","","1","1","1","1","","","1","1","1","","1","","1","1","","1","","","1","","1","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1"
"group_750","transposase_C","transposase",39,"","","","","","","",1,1,1,"","","","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","1","1","","1","1","1","1","","1","1","","1","1","","1","","","",""
"group_8493","pgdA","peptidoglycan N-acetylglucosamine deacetylase A",39,"","","","","","","",1,1,1,"","","","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","1","1","","1","1","1","1","","1","1","","1","1","","1","","","",""
"group_643","transposase_D","transposase family protein",39,"","","","","","","",1,1,1,"","","","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","1","1","","1","1","1","1","","1","1","","1","1","","1","","","",""
"group_6411","rpsD","30S ribosomal protein S4",39,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","1","","","1","","","1","1","1","1","1","","","","1","1","","","","","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1"
"group_4348","","brp/Blh family beta-carotene 1515'-monooxygenase",39,"","","","","","","",1,1,1,"1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","","","1","1","","","","1","1","1","","1","1","","1","1","1","1","1","","1","","1","","","","1","1",""
"group_15777","","phage protein",38,"","","","","","","",1,1,1,"1","","1","","","","1","1","1","1","1","1","","","","","1","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"group_11778","","replication protein",38,"","","","","","","",1,1,1,"","","","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","","","1","1","1","1","","","","1","1","","","","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_10296","tabA_2","beta-galactosidase subunit beta",38,"","","","","","","",1,1,1,"1","1","","","","","","1","1","1","1","1","1","1","","1","1","","","","1","1","1","","1","1","1","","1","","1","1","1","1","1","1","1","","","1","1","","1","1","","1","1","1","1","1","1","1","1","1",""
"group_2052","","sodium-dependent transporter",38,"","","","","","","",1,1,1,"","1","1","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","1","1","1","1","","","","1","1","1","","","1","1","","1","","1","1","1",""
"group_2637","","PTS system galactose-specific transporter subunit IIB",38,"","","","","","","",1,1,1,"","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","","","","","","","1","","","1","1","","1","1","","1","1","1","1",""
"group_11121","gmuF","mannose-6-phosphate isomerase",38,"","","","","","","",1,1,1,"","1","1","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","1","1","1","1","","","","1","1","1","","","1","1","","1","","1","1","1",""
"group_4396","","Protein of unknown function (DUF2812)",38,"","","","","","","",1,1,1,"1","1","1","1","1","1","","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","1","1","","1","1","1","","","","1","","1","1","1","","","","","1",""
"purA","","adenylosuccinate synthetase",38,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","","1","","","1","1","1","","","1","1","1","","1","1","1","","1","1","1","1","1","1","1","","1","1","","","","","","1",""
"transposase_D","","transposase family protein",38,"","","","","","","",1,1,1,"","1","1","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","1","1","1","1","","","","1","1","1","","","1","1","","1","","1","1","1",""
"group_492","hsdS_1","integrase/recombinase phage integrase family",38,"","","","","","","",1,1,1,"1","1","1","1","1","1","","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","1","1","","1","1","1","","","","1","","1","1","1","","","","","1",""
"bglA","","glycosyl hydrolase",38,"","","","","","","",1,1,1,"","1","1","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","1","1","1","1","","","","1","1","1","","","1","1","","1","","1","1","1",""
"group_2167","hsdR_2","type I restriction-modification system R subunit",37,"","","","","","","",1,1,1,"1","1","","","","","1","","","","","","1","","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","","1","1","1","1","1","1","1"
"group_5114","","hypothetical protein",37,"","","","","","","",1,1,1,"","1","","","1","1","1","1","","","1","","1","1","1","1","1","1","","","","1","1","1","1","","1","1","1","","1","1","1","1","1","","","1","1","","1","1","1","1","1","1","1","1","1","1","","","","","1"
"group_5770","kfoC_2","glycosyltransferase involved in cell wall biogenesis",37,"","","","","","","",1,1,1,"","1","","","1","","","1","1","1","1","","","","","1","1","","","","","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1"
"group_1023","","IS1239 transposase",37,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","1","","1","1","1","1","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","","","1","1","","1","1","","","","1","1","1","","1","","1","","1","","1",""
"group_1439","","transposase ISSmi4",36,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","","1","1","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","","","1","","1","","1","1","1","","1","","1","","1","1","1","","","","","1","","1","","1","","1",""
"group_9751","afr","Gfo/Idh/MocA family oxidoreductase",36,"","","","","","","",1,1,1,"1","","1","","","","1","1","1","1","1","1","","","","","","","","","","","","","","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_10223","ycjP_2","ABC transporter permease SP1688",36,"","","","","","","",1,1,1,"1","","1","","","","1","1","1","1","1","1","","","","","","","","","","","","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1"
"group_497","hsdS_1","type I restriction-modification system S protein",36,"","","","","","","",1,1,1,"1","","","1","1","1","","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","1","1","","1","1","1","","","","1","","1","1","1","","","","","1",""
"group_5407","","transposase",35,"","","","","","","",1,1,1,"1","","","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","1","","1","1","1","","","1","","1","","","1","","","1","","1","1","",""
"group_2041","npl-truncation","N-acetylneuraminate lyase subunit truncation",35,"","","","","","","",1,1,1,"1","1","1","","","","","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","","1","","","","1","1","","","","1","","","1","1","","1","1","","1","1","1","1","1"
"group_7450","vanYb","carboxypeptidase",35,"","","","","","","",1,1,1,"1","","1","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"group_1939","","transposase",35,"","","","","","","",1,1,1,"","1","1","1","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","","1","","1","1","1","","1","","1","","","","1","1","1","","1","","1","","","1",""
"group_5227","pepA_2","peptidase M42 (glutamyl aminopeptidase) family",34,"","","","","","","",1,1,1,"1","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"group_2603","lacZ","beta-galactosidase",34,"","","","","","","",1,1,1,"1","","1","","","","1","1","1","1","1","","","1","","","","","","","1","","","","","1","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","","1","1","1","1","","1","1"
"group_5278","hyaD_2","glycosyl transferase",34,"","","","","","","",1,1,1,"","","1","","","","1","","","","","","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","","","1","1","1","","1","1","","","1","1","1","1","1","","","1","","1","1","1","1","1","1","1",""
"group_2038","nanA_3","N-acetylneuraminate lyase",34,"","","","","","","",1,1,1,"","1","","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","1","","1","1","1","","","1","","1","","","","","","1","","1","1","",""
"group_9522","gdhA","glutamate dehydrogenase",34,"","","","","","","",1,1,1,"","1","","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","1","","1","1","1","","","1","","1","","","","","","1","","1","1","",""
"group_2348","gspA_3","glycosyltransferase",34,"","","","","","","",1,1,1,"","","1","","","","1","","","","","","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","","","1","1","1","","1","1","","","1","1","1","1","1","","","1","","1","1","1","1","1","1","1",""
"group_4358","nanA_1","sialidase A (neuraminidase A)",34,"","","","","","","",1,1,1,"1","1","1","","","1","","","","","","","1","1","1","","1","1","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","","","","","","",""
"hlyB","","multidrug resistance protein 1 (ATP-binding cassettesub-family B member 1) (P-glycoprotein 1)(antigen)",34,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","1","","1","1","","","","1","","1","","","1","","","1","","1","1","",""
"amiF","","oligopeptide ABC transporter ATP-binding protein AmiF",34,"","","","","","","",1,1,1,"1","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"amiE","","peptide ABC transporter ATP-binding protein",34,"","","","","","","",1,1,1,"1","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_308","","transposase",34,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","","","","","1","","","","","","","1","1","","","1","","","","1","1","","1","1",""
"group_4700","","putative uncharacterized conserved secreted protein",34,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","","","","","1","1","","1","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"groEL","","chaperone GroEL",34,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","","","","","1","1","","1","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_5397","","transposase",34,"","","","","","","",1,1,1,"","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","","","1","","","","1","1","","1","","","","1","","","1","1","1","1","","","1","1","",""
"group_15757","","phage protein",33,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","","","","","","","","","1","","","1","","","","","","","1","1","1","1","1","1","1","1",""
"group_853","","IS1380-Spn1 transposase",33,"","","","","","","",1,1,1,"","1","1","","","","1","1","1","","","","","1","1","","1","1","1","1","1","1","","1","1","1","","","1","1","1","1","1","","1","1","1","1","","1","1","","","1","","","1","1","","","1","","","1","1"
"group_676","transposase_D","transposase family protein",33,"","","","","","","",1,1,1,"","","","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","1","","1","","1","","","","","1","","1","1","1","","","","1","","1","1","1",""
"tabA_1","","beta-galactosidase subunit beta",33,"","","","","","","",1,1,1,"1","1","1","","","1","","","","","","","1","1","1","","1","1","","","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","1","1","1","","","","","","",""
"group_4231","","HIT family protein",32,"","","","","","","",1,1,1,"1","","","","","","1","1","1","1","","1","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1",""
"group_6323","","hypothetical protein",32,"","","","","","","",1,1,1,"1","1","","1","1","1","1","","1","1","1","","1","1","1","1","1","","","1","1","1","1","1","1","1","","","","","","","","","","1","","","","1","","1","1","1","1","","1","1","1","","","1","1","",""
"group_15284","","hypothetical protein",32,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","","","","","","","","","","","1","","","1","","","","","","","1","1","1","1","1","1","1","1",""
"group_622","phtA","pneumococcal histidine triad protein A precursor",32,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","1","1","","","","1","1","","","","","","","1","1","1","","","1","","1","1","","1","1","","1","","","1","1","1","","1","1","1","1","","1","1","1","1","1","","","1","1","1","","","1","1","1","1"
"group_10180","","transcriptional regulator",32,"","","","","","","",1,1,1,"1","1","","1","1","1","","","1","1","1","","1","1","1","1","","1","1","1","1","","1","1","","1","1","","","","","1","","1","","1","1","","1","1","1","","","","","1","","","1","1","1","","1","",""
"group_8241","","glycosyltransferase involved in cell wall biogenesis",32,"","","","","","","",1,1,1,"","1","","","1","","","","1","1","1","","","","","1","1","","","","","1","1","","1","","1","1","1","1","1","","1","1","","","1","1","","1","1","","1","1","1","1","1","1","1","","1","1","1","","1"
"group_10399","","DRTGG domain/CBS domain-containing protein",32,"","","","","","","",1,1,1,"1","","","","","","1","1","1","1","","1","","","","","","","","","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1"
"dnaQ","","DNA polymerase III subunit epsilon",32,"","","","","","","",1,1,1,"1","1","1","","","","1","1","1","1","","1","","","","","","","","","","","","","","","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1",""
"group_10468","","glutamine amidotransferase class I",32,"","","","","","","",1,1,1,"1","","","","","","1","1","1","1","","1","","","","","","","","","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1"
"map","","methionyl aminopeptidase",32,"","","","","","","",1,1,1,"1","","","","","","1","1","1","1","","1","","","","","","","","","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_15641","","FIG01115461  hypothetical protein",31,"","","","","","","",1,1,1,"1","1","1","","","","","","","","","","","","","1","1","","1","","","1","1","1","1","","","","1","1","","","","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_7882","","phage protein",31,"","","","","","","",1,1,1,"1","1","","1","1","1","1","","1","1","","","1","1","1","1","","1","1","1","1","","1","1","","1","1","1","","1","1","1","","","","1","","1","","1","","1","","1","","","","1","","","","1","","",""
"group_4101","","ABC transporter membrane-spanning protein",31,"","","","","","","",1,1,1,"1","1","1","1","1","1","","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","","","1","","","","","","","","","","","","1","1","","1","1","","1","","","1",""
"group_315","","transposase",31,"","","","","","","",1,1,1,"","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","","","","","1","","","","","","","1","1","","","1","","","","1","1","","1","1",""
"group_728","transposase_C","transposase",31,"","","","","","","",1,1,1,"","","","1","1","1","","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","1","","1","","1","","","","","1","","1","1","","","","","1","","1","1","1",""
"group_6115","yheI_1","ABC transporter ATP-binding protein/permease",31,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","","","1","1","","","1","1","","","1","","","1","1","1","","1","1","","","1","1","1","","","","","","1","1","1","1","","","","","","","1","1","1","","1","1",""
"group_15582","rex","DNA-binding protein",31,"","","","","","","",1,1,1,"1","","","","","","1","1","1","1","","1","","","","","","","","","","","","","","","1","","1","","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_42","IS1167-truncation","transposase",31,"","","","","","","",1,1,1,"1","1","","","","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","","1","","","","","","","","","","1","","1","","1","","","",""
"group_9490","","cell envelope integrity inner membrane protein TolA",30,"","","","","","","",1,1,1,"1","","","1","1","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","","","1","","","","","","","","","",""
"group_16924","","hypothetical protein",30,"","","","","","","",1,1,1,"","","","1","","","","","1","1","1","","","1","1","","1","1","1","1","","1","1","1","1","1","","","","","","1","","1","","1","1","","","","1","","","1","","1","1","","1","1","1","1","1","1","1"
"group_10548","macB_2","ABC transporter ATP-binding protein",30,"","","","","","","",1,1,1,"1","1","","1","1","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","","1","1","","","","","","1","","1","1","","1","","","1","","","","","","",""
"yesO_1","","extracellular solute-binding protein",30,"","","","","","","",1,1,1,"1","1","1","","","1","","","","","","","1","1","1","","1","1","","","1","1","1","1","1","","1","1","1","1","1","1","1","","","1","1","","1","","","1","","1","1","1","1","1","","","","","","",""
"group_4152","","hypothetical protein",30,"","","","","","","",1,1,1,"","","","1","","","","","1","1","1","","","1","1","","1","1","1","1","","1","1","1","1","1","","","","","","1","","1","","1","1","","","","1","","","1","","1","1","","1","1","1","1","1","1","1"
"group_4740","","glyoxalase family protein superfamily",30,"","","","","","","",1,1,1,"1","","","","","","","","","1","1","","1","1","1","","","1","1","","1","1","","","","1","1","1","1","1","1","","1","1","1","1","1","1","","","","","1","1","1","1","1","1","","","","1","","","1"
"group_3046","lytA_3","phage protein",30,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","1","","","","","","","","","","","1","1","1","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","","","","1","","1","1","1","1"
"gidA_2","","tRNA (uracil-5-)-methyltransferase Gid",30,"","","","","","","",1,1,1,"1","","1","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","1","1","1","","1","1","1","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1",""
"group_12235","dsbD_2","cytochrome c-type biogenesis protein CcdA",30,"","","","","","","",1,1,1,"1","","","","","","1","1","1","1","","1","","","","","","","","","","","","","","","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1",""
"group_11878","","Protein of unknown function (DUF3290)",30,"","","","","","","",1,1,1,"1","","","","","","","","","1","1","","1","1","1","","","1","1","","1","1","","","","1","1","1","1","1","1","","1","1","1","1","1","1","","","","","1","1","1","1","1","1","","","","1","","","1"
"group_9986","","hypothetical protein",29,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","1","","1","1","1","","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","","1","1","1","","","","","","","","","1","1","1","1","","1","","","","","","","1",""
"group_19546","","phage-associated protein",29,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","1","1","1","","","1","1","1","1","","","","1","1","","","","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_19545","","phage protein",29,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","1","1","1","","","1","1","1","1","","","","1","1","","","","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_18223","","phage protein",29,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","1","1","1","","","1","1","1","1","","","","1","1","","","","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_12773","","integral membrane protein",29,"","","","","","","",1,1,1,"1","","1","","","","","","1","1","1","1","","1","1","","","","","","1","","","","","1","1","","1","1","1","1","1","1","1","","","1","","1","1","1","","1","1","","","","","1","1","1","","1","1"
"group_16140","","Gp21 protein",29,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","1","1","1","","","1","1","1","1","","","","1","1","","","","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_9325","relA","GTP pyrophosphokinase stringent response protein",29,"","","","","","","",1,1,1,"","","","1","","","","","1","1","1","","","1","1","","1","1","","1","","1","1","1","1","1","","","","","","1","","1","","1","1","","","","1","","","1","","1","1","","1","1","1","1","1","1","1"
"group_1009","iga_2","immunoglobulin A1 protease",28,"","","","","","","",1,1,1,"","","1","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1",""
"group_3828","gspA_2","glycosyltransferase",28,"","","","","","","",1,1,1,"","","1","","","","1","","","","","","1","","","1","","1","","1","","","1","","1","1","1","1","","","1","1","1","","1","1","","","1","1","1","1","1","","","1","","1","1","","1","1","1","1",""
"gspA_4","","glycosyl transferase family 8",28,"","","","","","","",1,1,1,"","","1","","","","1","","","","","","1","","","1","","1","","1","","","1","","1","1","1","1","","","1","1","1","","1","1","","","1","1","1","1","1","","","1","","1","1","","1","1","1","1",""
"group_333","","transposase",28,"","","","","","","",1,1,1,"","1","1","1","1","1","","","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","","1","1","","","","","","1","1","","1","1","","","","","","","","","1","","",""
"galE_3","","IS1380-Spn1 transposase",28,"","","","","","","",1,1,1,"1","","","1","1","1","","","","1","1","1","1","1","1","1","","","1","","1","","1","1","","1","1","1","1","","","","","1","","","","1","1","","","","1","","1","1","","","1","1","","","1","",""
"group_6304","","hypothetical protein",27,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","1","1","","1","1","","1","1","1","1","","","","1","1","","","","1","","","1","1","1","","1","1","1","","1","1","1","1","1","","1","1","1","1",""
"group_997","iga_2","immunoglobulin A1 protease",27,"","","","","","","",1,1,1,"1","1","","1","1","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","","","","","","","","","","","","","","","","1","","1","","1"
"group_9474","","phage protein",27,"","","","","","","",1,1,1,"","","1","","","","1","1","1","","","1","","","","","","1","1","","","","","","","","1","1","","1","1","1","1","","1","1","","","1","","1","1","1","1","1","1","","1","","1","1","","","1","1"
"gspA_2","","glycosyl transferase family 8",27,"","","","","","","",1,1,1,"1","1","","1","1","1","","1","1","1","1","1","","1","1","","1","","1","","1","1","","1","","","","","1","1","","","","1","","","1","1","","","","","","1","1","","1","","","1","","","","","1"
"group_421","IS1381-truncation","mobile genetic element",27,"","","","","","","",1,1,1,"1","1","","1","1","1","","1","","1","1","1","1","","","1","1","1","1","1","","1","1","1","1","","","","1","1","","","","","","","","","","1","","1","","","","1","","","","1","","","1","","1"
"group_318","","transposase",27,"","","","","","","",1,1,1,"1","1","","1","1","1","","1","","1","1","1","1","","","1","1","1","1","1","","1","1","1","1","","","","1","1","","","","","","","","","","1","","1","","","","1","","","","1","","","1","","1"
"group_5402","","transposase",26,"","","","","","","",1,1,1,"1","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","","1","1","1","1","","1","","1","1","","","","","","","","","1","","1","1","","1","1","","","","","1","","","","1",""
"group_29","","degenerate transposase",26,"","","","","","","",1,1,1,"","","","1","1","1","","","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","","1","1","","","","","","1","1","","1","1","","","","","","","","","1","","",""
"group_6638","","surface anchored protein",26,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","1","1","","","","1","1","1","1","","","","","","","","","","","","","","","","","1","1","1","1","1","","","1","","1","1","1","1","1","1","1","","1","1","1","","1","","1","","1","","",""
