"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","19084_8#99","19084_8#5","12838_1#75","11511_8#69","19084_8#9","19084_8#62","19084_8#6","19084_7#91","19084_7#148","13353_7#9","13154_2#54","12291_4#1","12291_3#35","11893_8#29","11658_2#37","17794_8#3","14520_7#86","14520_6#31","14520_6#14","14520_6#35","21242_2#128","15682_2#70","15682_2#44","15682_2#37","15682_1#92","15682_1#36"
"yccU","","CoA-binding protein",25,"","","","","","","",1,1,1,"1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_3594","","FIG01114729  hypothetical protein",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1"
"inlJ","","putative sortase-sorted surface anchored protein (pseudogene)",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1"
"dtxR","","iron-dependent transcriptional regulator",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1"
"group_4804","","degenerate transposase",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1"
"yheI_1","","ABC transporter ATP-binding protein/permease",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1"
"group_7907","","phosphoglycerate mutase family protein",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1"
"rsmF","","NOL1/NOP2/sun family protein",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1"
"pstB3_1","","phosphate ABC transporter ATP-binding protein",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1"
"group_7534","","hypothetical protein",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1"
"vncS","","VncS histidine kinase TCS10",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1"
"group_13796","","hypothetical protein",25,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1"
"dut","","deoxyuridine 5'-triphosphate nucleotidohydrolase",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1"
"amiD","","peptide ABC transporter permease",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1"
"vexp1_1","","Preprotein translocase subunit SecB",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"malG","","maltodextrin ABC transporter permease",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1"
"amiC","","peptide ABC transporter permease",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1"
"group_14403","yecS_1","amino acid ABC transporter permease",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1"
"group_3952","","macrolide efflux ABC transporter membrane-spanning permease",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1"
"group_1134","","degenerate transposase",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1"
"group_3234","","putative surface anchored protein (pseudogene)",25,"","","","","","","",1,1,1,"1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"dtd","","D-tyrosyl-tRNA(Tyr) deacylase",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1"
"group_5599","","phage protein",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1"
"ydaF_1","","acetyltransferase GNAT family protein",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1"
"ilvD","","dihydroxy-acid dehydratase",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"group_7845","","lipoprotein",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1"
"holB","","DNA polymerase III delta' subunit",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1"
"gmuD_1","","glycosyl hydrolase",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1"
"pulA_2","","pullulanase",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1"
"rafG","","sugar ABC transporter permease",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1"
"gtfA","","sucrose phosphorylase",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1"
"dhaM","","sugar phosphotransferase system (PTS) fructose family IIA component",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_3113","","hypothetical protein",25,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_9021","","DUF1706 domain-containing protein",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1"
"rrmA","","23S_rRNA m1G745 methyltransferase",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1"
"proC","","pyrroline-5-carboxylate reductase",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1"
"ybbH","","phosphosugar-binding transcriptional regulator",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1"
"aspS","","aspartyl-tRNA synthetase (aspartate-tRNA ligase)",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1"
"vraS","","histidine kinase",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1"
"group_4227","","MutT/nudix family protein",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1"
"group_4394","","hypothetical protein",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_12520","","hypothetical protein",25,"","","","","","","",1,1,1,"1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_9883","","BS_ykrK family protein",25,"","","","","","","",1,1,1,"1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_2816","","poly-gamma-glutamate biosynthesis protein",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1"
"rafF","","sugar ABC transporter binding protein",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1"
"yheH","","ABC transporter ATP-binding protein",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1"
"tabA_2","","beta-galactosidase subunit beta",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1"
"ndoR","","oxidoreductase",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1"
"macB_6","","puttaive FtsX-family transport protein",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1"
"pfbA","","cell wall surface anchor family protein",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1"
"engB","","ribosome biogenesis GTP-binding protein YsxC",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_11007","yfnB","HAD superfamily hydrolase",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"group_11173","","teicoplanin resistance protein",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"hupB","","DNA-binding protein HU 1",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1"
"licB_2","","PTS system transporter subunit IIB",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1"
"peb1A","","glutamine-binding protein",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1"
"group_3804","","competence-induced protein Ccs4",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1"
"guaA_1","","GMP synthase",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1"
"group_8854","","membrane protein",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1"
"adhE","","NAD-dependent aldehyde dehydrogenase",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1"
"mshA","","glycosyltransferase involved exopolysaccharide (EPS) synthesis",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ecsA_2","","ABC transporter ATP-binding protein",25,"","","","","","","",1,1,1,"1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_10051","","lysophospholipase l1-like esterase",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1"
"rnjA","","metallo-beta-lactamase superfamily protein 1",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"vanYb","","carboxypeptidase",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"ydiC","","molecular chaperone",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"cppA","","cppA protein",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1"
"pbp2a","","penicillin-binding protein 2A",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1"
"tpx","","thiol peroxidase",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"lctO","","L-lactate dehydrogenase (FMN-dependent)-like alpha-hydroxy acid dehydrogenase",25,"","","","","","","",1,1,1,"1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ywnH","","acetyltransferase",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_10324","","acetyltransferase",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"purC","","phosphoribosylaminoimidazole-succinocarboxamide synthetase",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"purH","","bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase",25,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"group_16861","","SpeK",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1"
"group_13490","","hypothetical protein",24,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1"
"group_2483","","hypothetical protein",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1"
"hlyB_2","","bacteriocin secretion/processing ATP-binding protein",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1"
"group_13648","regR","sugar binding transcriptional regulator RegR",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1"
"group_6123","glgB","14-alpha-glucan branching enzyme",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1"
"group_6124","","bacteriocin-associated integral membrane protein",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1"
"group_12657","","hypothetical protein",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1"
"group_1689","","IS1202 transposase",24,"","","","","","","",1,1,1,"1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1"
"group_8560","","ABC transporter periplasmic",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1"
"group_3967","","SMC faily protein",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","1"
"group_5076","glgC","glucose-1-phosphate adenylyltransferase",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1"
"group_8555","","ABC transporter substrate-binding protein",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1"
"group_2982","","radical SAM superfamily protein (pseudogene)",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1"
"group_13673","yjjP","membrane spanning protein",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_10399","","DRTGG domain/CBS domain-containing protein",24,"","","","","","","",1,1,1,"1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1"
"group_4974","","hypothetical protein",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1"
"group_2564","lytB_3","choline binding protein E CbpE",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1"
"group_4352","","brp/Blh family beta-carotene 1515'-monooxygenase",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1",""
"group_9233","yidA_3","Cof family protein",24,"","","","","","","",1,1,1,"1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_5132","nanE2","N-acetylmannosamine-6-phosphate 2-epimerase 2 (ManNAc-6-P epimerase 2)",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1"
"group_10645","vraR_1","response regulator",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1"
"rafA","","alpha-galactosidase AgaN",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1"
"group_273","IS861-truncation_1","degenerate transposase (Orf1)",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1"
"group_13822","ndk","hypothetical protein",24,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1"
"group_12592","lacF_2","lactose-specific phosphotransferase EIIA",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1"
"scrB","","glycosyl hydrolases family 32",24,"","","","","","","",1,1,1,"1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1"
"group_3861","proS_2","hypothetical protein ProS",24,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1"
"group_176","glf_2","chlorohydrolase",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1"
"group_11965","","membrane protein",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1"
"group_12078","endA","DNA-entry nuclease (competence-specific nuclease)",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1"
"gph","","phosphatase",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1"
"group_8267","","major facilitator superfamily permease",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1"
"group_13989","","ABC transporter ATP-binding protein",24,"","","","","","","",1,1,1,"1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1"
"trkA2","","potassium uptake protein",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1"
"group_9363","","chlorohydrolase",24,"","","","","","","",1,1,1,"1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1"
"rlmCD_2","","RNA methyltransferase",24,"","","","","","","",1,1,1,"1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1"
"rggD_2","","putative transcriptional regulator",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1"
"scrK","","fructokinase",24,"","","","","","","",1,1,1,"1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1"
"adhB","","alcohol dehydrogenase",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1"
"blpO_2","","bacteriocin BlpO",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1"
"group_5111","","hypothetical protein",24,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1"
"group_3664","","major facilitator superfamily permease",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1",""
"degA_1","","transcriptional regulator",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1"
"soxS","","AraC family transcriptional regulator",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1"
"yhaP","","Na+ export ABC ABC transporter membrane-spanning permease",24,"","","","","","","",1,1,1,"1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_177","glf_2","chlorohydrolase",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1"
"group_10909","","permease",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","1"
"group_11315","","membrane protein",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1"
"group_10468","","glutamine amidotransferase class I",24,"","","","","","","",1,1,1,"1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1"
"map","","methionyl aminopeptidase",24,"","","","","","","",1,1,1,"1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1"
"yjjK","","ABC transporter ATP-binding protein",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1"
"mta","","MerR family transcriptional regulator",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1"
"group_5170","potA_1","ABC transporter substrate-binding protein",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1"
"group_7057","","IS1193 transposase ISL3 family",24,"","","","","","","",1,1,1,"1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1"
"group_149","","chlorohydrolase",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1",""
"ctpA","","cation transporter E1-E2 family ATPase",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1"
"rex","","DNA-binding protein",24,"","","","","","","",1,1,1,"1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"cah","","acetyl xylan esterase",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1"
"ptsI","","Phosphoenolpyruvate-protein phosphotransferase of PTS system",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"glnA","","glutamate-ammonia ligase",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_308","","transposase",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_420","IS1381-truncation","Uncharacterized conserved protein",24,"","","","","","","",1,1,1,"1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1"
"glnR","","transcriptional repressor of the glutamine synthetase gene",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_10524","","signal peptide",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"purL","","phosphoribosylformylglycinamidine synthase II (FGAM synthetase)",24,"","","","","","","",1,1,1,"","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"hsdS_2","","type I restriction enzyme",24,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1"
"group_1379","","caax amino protease family protein",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1"
"manY","","PTS system mannose-specific transporter subunit IIC",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1"
"mepA","","multi antimicrobial extrusion (MATE) family transporter",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"yajL","","4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis protein",24,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1"
"group_10459","xpt","xanthine phosphoribosyltransferase",23,"","","","","","","",1,1,1,"1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1"
"group_851","Fucolectin-rel","Glycosyl hydrolase",23,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","","1","1","1","1","1"
"group_9012","qmcA","spfh domain/band 7 family",23,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","","1","1","1","1","1"
