"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","11679_1#60","19084_8#67","19084_8#32","19084_7#95","19084_7#124","19084_7#111","13154_2#70","13154_2#37","11679_1#85","11658_8#9","11658_8#7","11657_8#42","11657_4#73","19084_7#90","19084_8#48","12291_4#3","19084_8#35","19084_7#170","19084_7#157","12291_3#73","12291_3#44","13091_6#76","19084_7#166","12838_1#77","12291_3#75","12291_3#51","11679_1#70","11657_8#55","11657_4#69","19084_7#159"
"group_16694","dnaA","DNA biosynthesis initiation binding protein",13,"","","","","","","",1,1,1,"","","1","","","","1","","","1","1","","","1","","","1","1","1","1","","1","1","","1","","","","","1"
"group_929","","IS630-Spn1 transposase Orf2",13,"","","","","","","",1,1,1,"1","","","1","","","","1","1","","1","1","1","","","","","","","1","1","","","1","1","1","","1","",""
"group_13456","fsaA","fructose-6-phosphate aldolase",13,"","","","","","","",1,1,1,"","","1","","","1","","1","1","1","1","1","1","","","","","","1","1","","1","","","1","","","","","1"
"group_6776","mtlA","PTS system mannitol-specific transporter subunit EIIBC",13,"","","","","","","",1,1,1,"","1","1","1","1","1","","","","","1","","","1","1","","1","1","1","","","","1","","","","","","","1"
"group_954","transposase_B","IS630-Spn1 transposase Orf1",13,"","","","","","","",1,1,1,"","1","1","1","1","1","","","","","","","","1","1","1","1","1","1","","","","1","","","","","","","1"
"group_6898","","membrane protein",13,"","","","","","","",1,1,1,"","","1","1","1","","1","1","1","1","1","1","1","1","","","","","","","","1","","1","","","","","",""
"igA","","immunoglobulin A1 protease",13,"","","","","","","",1,1,1,"","1","1","1","1","1","","","","","","","","1","1","1","1","1","1","1","","1","","","","","","","",""
"group_2676","pspA","hypothetical protein",13,"","","","","","","",1,1,1,"1","","","","1","","","","","","","","","","","","1","1","1","1","","","1","1","1","","1","1","1","1"
"group_11115","","membrane-fusion protein",13,"","","","","","","",1,1,1,"","","1","1","1","","1","1","1","1","1","1","1","1","","","","","","","","1","","1","","","","","",""
"group_4027","ygaZ","branched-chain amino acid permease",13,"","","","","","","",1,1,1,"1","","","","","","","1","1","","","1","1","","","","","","","","","","1","1","1","1","1","1","1","1"
"dsbD_2","","cytochrome c-type biogenesis protein CcdA",13,"","","","","","","",1,1,1,"","1","1","1","1","1","","","","","","","","1","1","1","1","1","1","","","","1","","","","","","","1"
"macB_2","","ABC transporter permeae",13,"","","","","","","",1,1,1,"","","1","1","1","","1","1","1","1","1","1","1","1","","","","","","","","1","","1","","","","","",""
"salX","","ABC transporter ATP-binding protein",13,"","","","","","","",1,1,1,"","","1","1","1","","1","1","1","1","1","1","1","1","","","","","","","","1","","1","","","","","",""
"yhaP","","Na+ export ABC ABC transporter membrane-spanning permease",13,"","","","","","","",1,1,1,"1","","","","","1","1","1","1","","1","1","","1","1","","","","","","","1","","","","","1","1","1",""
"rpsD","","surface anchored protein",13,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","","","","","","","","","1","","1","","","","1","","","","1","1","1","","1","1","1","1","1","1",""
"scrA","","putative sucrose-specific phosphotransferase system (PTS) IIABC component",13,"","","","","","","",1,1,1,"1","","","","","1","1","1","1","","1","1","","1","1","","","","","","","1","","","","","1","1","1",""
"metP","","ABC transporter permease",13,"","","","","","","",1,1,1,"1","","","","","","","1","1","","","1","1","","","","","","","","","","1","1","1","1","1","1","1","1"
"dapE","","deacylase",13,"","","","","","","",1,1,1,"1","","","","","","","1","1","","","1","1","","","","","","","","","","1","1","1","1","1","1","1","1"
"afr","","Gfo/Idh/MocA family oxidoreductase",13,"","","","","","","",1,1,1,"1","1","","","","1","","","","","","","1","","1","","1","1","","","","1","","1","1","1","","1","1",""
"group_11043","","GNAT family acetyltransferase",12,"","","","","","","",1,1,1,"","","1","","","1","","1","","1","1","1","1","","","","","","1","1","","1","","","1","","","","","1"
"group_12125","","phage capsid and scaffold",12,"","","","","","","",1,1,1,"","","","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","","","","","","","","",""
"group_10431","","Phage gp6-like head-tail connector protein",12,"","","","","","","",1,1,1,"","","","1","1","","1","1","1","1","1","1","1","1","","","","","","","1","","","","","1","","","",""
"group_15511","ciaH","histidine kinase",12,"","","","","","","",1,1,1,"1","","1","1","1","1","1","","1","","","","1","","","","","","1","","","","1","","","1","","","1",""
"group_9666","","hypothetical protein",12,"","","","","","","",1,1,1,"","","","1","1","","1","","1","1","1","1","1","1","","","","","","","1","","","1","","1","","","",""
"group_12769","yajL","4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis protein",12,"","","","","","","",1,1,1,"1","","1","1","1","1","1","","1","","","","1","","","","","","1","","","","1","","","1","","","1",""
"group_7833","serB_1","phosphoserine phosphatase",12,"","","","","","","",1,1,1,"","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","","1","","","","","","","",""
"group_11580","yhbU_2","U32 family peptidase",12,"","","","","","","",1,1,1,"1","","1","1","1","1","1","","1","","","","1","","","","","","1","","","","1","","","1","","","1",""
"group_15347","","phage protein",12,"","","","","","","",1,1,1,"","","","1","1","","1","1","1","1","1","1","1","1","","","","","","1","1","","","","","","","","",""
"group_11345","","hypothetical protein",12,"","","","","","","",1,1,1,"","","","1","1","1","1","","1","1","1","1","1","1","","","","","","","1","","","","","","","","1",""
"group_2725","","phage holin LL-H family",12,"","","","","","","",1,1,1,"","","","1","1","","1","1","","","1","1","","1","","","","1","","","1","","","","1","","","1","1",""
"group_2719","lytA_5","phage holin LL-H family",12,"","","","","","","",1,1,1,"1","","","","","1","","","","1","","","1","","","","1","","1","1","","1","1","1","","1","1","","",""
"group_7947","dinG","ATP-dependent helicase DinG",12,"","","","","","","",1,1,1,"1","","1","1","1","1","1","","1","","","","1","","","","","","1","","","","1","","","1","","","1",""
"group_7528","","hypothetical protein",12,"","","","","","","",1,1,1,"","","","1","1","","1","1","1","1","1","1","1","1","","","","1","","","1","","","","","","","","",""
"group_586","phpA","streptococcal histidine triad protein PhpA",12,"","","","","","","",1,1,1,"","1","1","","1","1","","","","","","","","1","1","1","","","1","1","","","","","1","1","","","1",""
"group_3634","ppsA","PEP-utilizing enzyme family protein",12,"","","","","","","",1,1,1,"","","1","1","1","","1","1","1","1","1","1","1","1","","","","","","","","1","","","","","","","",""
"group_1159","","degenerate transposase",12,"","","","","","","",1,1,1,"","1","1","1","1","1","","","","","","","","1","1","","","","","","1","","1","1","","","1","","","1"
"group_7280","ydhF","aldo/keto reductase family oxidoreductase",12,"","","","","","","",1,1,1,"","","1","1","1","","1","1","1","1","1","1","1","1","","","","","","","","1","","","","","","","",""
"group_16374","gapA","glyceraldehyde-3-phosphate dehydrogenase",12,"","","","","","","",1,1,1,"","1","1","","1","1","1","","","1","","","","1","1","","","","1","","","","1","","","","1","","","1"
"group_11314","","membrane protein",12,"","","","","","","",1,1,1,"","1","1","","1","1","1","","","1","","","","1","1","","","","1","","","","1","","","","1","","","1"
"xerC_2","","prophage maintenance system killer protein",12,"","","","","","","",1,1,1,"","1","","","","","","","","","","1","","","","","1","1","1","1","","","1","1","1","1","","1","1",""
"group_13397","","PadR family transcriptional regulator",12,"","","","","","","",1,1,1,"","","1","1","1","","1","1","1","1","1","1","1","1","","","","","","","","1","","","","","","","",""
"ccpA_1","","catabolite control protein",12,"","","","","","","",1,1,1,"","","1","","","1","1","1","","1","1","1","1","","","1","1","","1","","","1","","","","","","","",""
"yceG","","aminodeoxychorismate lyase",12,"","","","","","","",1,1,1,"1","","","1","","","1","1","1","","1","1","1","","","1","","","","","1","","1","","","","","1","",""
"asnB","","hypothetical protein",12,"","","","","","","",1,1,1,"1","","","","","","","1","","","","1","1","","","","","","","","","","1","1","1","1","1","1","1","1"
"group_143","glf_1","chlorohydrolase",12,"","","","","","","",1,1,1,"","","1","","","1","1","1","","1","1","1","1","","","1","1","","1","","","1","","","","","","","",""
"group_14546","","phage protein",11,"","","","","","","",1,1,1,"","","","1","1","","1","1","1","1","1","1","1","1","","","","","","","1","","","","","","","","",""
"group_6211","","phage terminase large subunit",11,"","","","","","","",1,1,1,"","","","1","1","","1","1","1","","1","1","1","1","","","","","1","","1","","","","","","","","",""
"group_11968","","hypothetical protein",11,"","","","","","","",1,1,1,"","","","1","1","","1","1","1","1","1","1","1","1","","","","","","","1","","","","","","","","",""
"group_2117","","phage protein",11,"","","","","","","",1,1,1,"","","","1","1","","1","1","1","1","1","1","1","1","","","","","","","1","","","","","","","","",""
"group_701","transposase_D","transposase family protein",11,"","","","","","","",1,1,1,"","","1","","1","","","","","","","","1","","","","1","1","1","1","1","","1","","","1","","","","1"
"group_4773","","esterase superfamily protein",11,"","","","","","","",1,1,1,"1","1","","","","","","","","","","1","","","","","","","","","","","1","1","1","1","1","1","1","1"
"group_6248","","Phage protein",11,"","","","","","","",1,1,1,"","","","1","1","","1","1","1","","","1","1","1","","","","1","","","1","","","","","","1","","",""
"group_15157","ycjP_4","ABC transporter-sugar transport N-acetylneuraminate transport system permease",11,"","","","","","","",1,1,1,"","","1","1","","","1","1","","","","","","1","","1","","","1","1","1","","1","","","","","","","1"
"group_17490","","hypothetical protein",11,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","1","1","","1","","1","","1","1","1","1","","","","1","","","1","","","","","","1","","",""
"group_2630","mutR","transcriptional regulator",11,"","","","","","","",1,1,1,"1","","","","","","","1","","","","","1","","","","","","","","","","1","1","1","1","1","1","1","1"
"group_2524","","serine/threonine protein kinase",11,"","","","","","","",1,1,1,"","1","1","1","1","1","","","","","","","","1","1","","","","","","1","","1","","1","","","","","1"
"group_12149","","hypothetical protein",11,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","1","1","","1","1","","1","1","1","","1","","","","1","","","1","","","","","","1","","",""
"potA_2","","ferric cations import ATP-binding protein FbpC",11,"","","","","","","",1,1,1,"","","1","","","","","","1","1","","","","","1","1","","","1","","","1","1","1","1","","","1","",""
"group_1005","iga_2","immunoglobulin A1 protease",11,"","","","","","","",1,1,1,"","","","","","","1","1","1","1","","","1","","","","","","","","1","","","1","","1","1","1","1",""
"group_9525","gdhA","glutamate dehydrogenase",11,"","","","","","","",1,1,1,"1","1","","","1","","","1","","","","","1","","","1","","","","","1","","1","1","","1","","","1",""
"group_6643","","surface anchored protein",11,"","","","","","","",1,1,1,"","1","1","1","","1","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","1"
"group_5225","pepA_1","peptidase M42 (glutamyl aminopeptidase) family",11,"","","","","","","",1,1,1,"1","","","1","1","","","1","","","","","1","","","","","","","","1","1","","","1","1","1","","1",""
"resA","","thioredoxin",11,"","","","","","","",1,1,1,"","1","1","1","","1","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","1"
"group_13394","dnaQ","DNA polymerase III subunit epsilon",11,"","","","","","","",1,1,1,"","1","1","1","","1","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","1"
"fucA","","L-fuculose phosphate aldolase",11,"","","","","","","",1,1,1,"1","1","","","","1","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"PTS-EII_1","","PTS system IIA component",11,"","","","","","","",1,1,1,"1","1","","","","1","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"adcA","","ABC zinc transporter metal-binding lipoprotein",11,"","","","","","","",1,1,1,"1","1","","","","1","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"manY_2","","PTS system mannose/fructose/N-acetylgalactosamine-specific transporter subunit IIC",11,"","","","","","","",1,1,1,"1","1","","","","1","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"levE","","PTS system transporter subunit IIB",11,"","","","","","","",1,1,1,"1","1","","","","1","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"group_7848","manZ_3","large secreted protein",11,"","","","","","","",1,1,1,"1","1","","","","1","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"fucU","","fucose operon FucU protein",11,"","","","","","","",1,1,1,"1","1","","","","1","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"qmcA","","spfh domain/band 7 family",11,"","","","","","","",1,1,1,"1","1","","","","1","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"group_4965","","carbamoylphosphate synthase large subunit",11,"","","","","","","",1,1,1,"1","1","1","","","","","","","","","1","","","","","","","","","","","1","1","1","1","","1","1","1"
"group_16182","","UPF0374 protein SSU05",11,"","","","","","","",1,1,1,"","","","","","","1","1","","1","","1","","1","","","1","1","1","1","1","","","","","1","","","",""
"group_7216","","TBC1 domain family member 8B",10,"","","","","","","",1,1,1,"","","","1","1","","1","1","1","1","1","","1","1","","","","","","","","1","","","","","","","",""
"group_20313","","Putative phage lipoprotein",10,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","1","1","","","1","1","1","1","","1","1","1"
"group_20312","","hypothetical protein",10,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","1","1","","","1","1","1","1","","1","1","1"
"group_11046","macB_4","antimicrobial peptide ABC transporter ATPase",10,"","","","","","","",1,1,1,"","","","1","1","","1","1","1","1","1","","1","1","","","","","","","","1","","","","","","","",""
"group_17796","","hypothetical protein",10,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","1","1","","","1","1","1","1","","1","1","1"
"group_1893","","phage portal protein SPP1 family",10,"","","","","","","",1,1,1,"","","","1","1","","1","1","1","","1","1","1","1","","","","","","","1","","","","","","","","",""
"group_14671","","hypothetical protein",10,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","","","","","","","","","","","","","","","","","","1","1","","","1","1","1","1","","1","1","1"
"group_7013","","phage protein",10,"","","","","","","",1,1,1,"","","","1","1","","1","1","1","","1","1","1","1","","","","","","","1","","","","","","","","",""
"group_4851","","Esterase",10,"","","","","","","",1,1,1,"","","","1","1","","1","1","1","1","1","","1","1","","","","","","","","1","","","","","","","",""
"group_5411","","transporter major facilitator family protein",10,"","","","","","","",1,1,1,"1","","","","","","","","","","","1","","","","","","","","","","","1","1","1","1","1","1","1","1"
"group_13114","","phage protein",10,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","1","1","","","1","1","1","1","","1","1","1"
"group_1083","lytA_6","autolysin",10,"","","","","","","",1,1,1,"","","","","","","","1","1","1","","","","","","","","","1","1","","","1","1","","1","1","","1",""
"group_2526","","serine/threonine protein kinase",10,"","","","","","","",1,1,1,"","1","1","1","1","1","","","","","","","","1","1","","","","","","","","1","","1","","","","","1"
"group_3054","","phage protein",10,"","","","","","","",1,1,1,"","","","1","1","","1","1","","1","1","1","","1","","","","1","","","1","","","","","","","","",""
"group_9589","scrB","glycosyl hydrolases family 32",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","1","1","1","1","1","","1","","1","1","","","","1"
"group_9316","tkt","transketolase",10,"","","","","","","",1,1,1,"","1","1","1","1","1","","","","","","","","1","1","","","","","","","","1","","1","","","","","1"
"group_3526","","hypothetical protein",10,"","","","","","","",1,1,1,"","","","1","1","","1","1","","1","1","1","","1","","","","1","","","1","","","","","","","","",""
"group_13105","","hypothetical protein",10,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","1","1","","","1","1","1","1","","1","1","1"
"group_15566","","phage protein",10,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","1","1","","","1","1","1","1","","1","1","1"
"group_6506","","phage protein",10,"","","","","","","",1,1,1,"","","","","","1","","","","1","","","","","","","","","1","1","","1","1","1","","1","1","1","",""
"group_4388","Int-Tn_2","integrase",10,"","","","","","","",1,1,1,"","","1","","","","1","","","1","1","","","","","","1","1","1","","","","1","","1","","","","","1"
"group_11068","","hypothetical protein",10,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","","","","","","","","","","","","","","","","","","1","1","","","1","1","1","1","","1","1","1"
"group_4642","artQ_2","amino acid ABC transporter permease",10,"","","","","","","",1,1,1,"","","1","1","1","","","","","1","","","","1","","","1","1","1","1","","1","","","","","","","",""
"tcyA_2","","ABC transporter substrate-binding lipoprotein",10,"","","","","","","",1,1,1,"1","","","","","","","","","","","1","","","","","","","","","","","1","1","1","1","1","1","1","1"
"group_4022","ygaZ","branched-chain amino acid permease",10,"","","","","","","",1,1,1,"1","","","","","","","","","","","1","","","","","","","","","","","1","1","1","1","1","1","1","1"
"yihX","","hydrolase",10,"","","","","","","",1,1,1,"","","1","","","","","","1","1","","","","","1","","","","1","","","1","1","1","1","","","1","",""
"group_13744","ycjP_4","ABC transporter permease",10,"","","","","","","",1,1,1,"","","1","1","1","1","1","1","1","","1","","1","1","","","","","","","","","","","","","","","",""
"group_5547","ugd","N-acetylglucosaminylphosphatidylinositol deacetylase superfamily",10,"","","","","","","",1,1,1,"1","","","","","","","","","","","1","","","","","","","","","","","1","1","1","1","1","1","1","1"
"group_2784","sdrD","surface protein (fragment)",10,"","","","","","","",1,1,1,"","1","","","","","1","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"group_17368","saeR","response regulator",10,"","","","","","","",1,1,1,"","","1","1","1","1","1","1","1","","1","","1","1","","","","","","","","","","","","","","","",""
"group_4976","","hypothetical protein",10,"","","","","","","",1,1,1,"1","1","","","","","","","","","","","","","","","1","","","","","","1","","1","1","1","1","1","1"
"fucI","","L-fucose isomerase",10,"","","","","","","",1,1,1,"","1","","","","1","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"adhB","","alcohol dehydrogenase",10,"","","","","","","",1,1,1,"","1","","","","","1","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"sulB","","dihydrofolate synthetase",10,"","","","","","","",1,1,1,"1","1","","","","","","","","","","","","","1","1","","","","","1","","1","","1","","1","","1","1"
"IS1381-truncation","","transposase-like protein IS1381 ISSpn7",10,"","","","","","","",1,1,1,"","","","1","1","","","","1","","","","","1","1","1","","","1","","","","1","1","1","","","","",""
"fruA","","PTS system fructose specific IIBC component",10,"","","","","","","",1,1,1,"","","","1","1","","1","1","1","1","1","","1","1","","","","","","","","1","","","","","","","",""
"malR","","maltose operon transcriptional repressor",10,"","","","","","","",1,1,1,"","1","1","","","","1","","1","","","1","1","1","","","","","","","1","","1","","1","","","","",""
"group_7420","bglK_2","glycosyl hydrolase family 20 (GH20) protein",9,"","","","","","","",1,1,1,"","","1","","","","1","1","","","","1","1","","","","1","1","1","1","","","","","","","","","",""
"group_15744","","hypothetical protein",9,"","","","","","","",1,1,1,"","","1","","","","","","","1","","","","1","","","1","1","1","1","","1","","","","","","","","1"
"group_19868","","hypothetical protein",9,"","","","","","","",1,1,1,"","","","1","1","","1","1","","1","","1","","1","","","","1","","","1","","","","","","","","",""
"group_17598","","hypothetical protein",9,"","","","","","","",1,1,1,"","","","1","1","","1","1","","1","","1","","1","","","","1","","","1","","","","","","","","",""
"group_11849","","hypothetical protein",9,"","","","","","","",1,1,1,"","","","1","1","","1","1","","1","","1","","1","","","","1","","","1","","","","","","","","",""
"group_15323","","hypothetical protein",9,"","","","","","","",1,1,1,"","","","1","1","","1","1","","1","","1","","1","","","","1","","","1","","","","","","","","",""
"group_12989","","peptidase",9,"","","","","","","",1,1,1,"","","","1","1","","1","1","","1","","1","","1","","","","1","","","1","","","","","","","","",""
"group_3525","","phage protein",9,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","1","1","","1","1","","","1","1","","1","","","","1","","","1","","","","","","","","",""
"group_12424","","hypothetical protein",9,"","","","","","","",1,1,1,"","","","1","1","","1","","1","","","1","1","1","","","","1","","","1","","","","","","","","",""
"group_12829","gutB","L-iditol 2-dehydrogenase",9,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"group_13738","prfC","regulator of gtfB",9,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"gspA","","glycosyl transferase family 8",9,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"group_292","IS861-truncation_1","integrase core domain-containing protein",9,"","","","","","","",1,1,1,"","","","","","","","","1","","","1","1","","","1","","","","","","1","","1","","","1","1","1",""
"group_2800","lacE_2","PTS system lactose-specific transporter subunit IIBC",9,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"pblB","","PblB",9,"","","","","","","",1,1,1,"1","","","","","","","","","1","","","1","","","","","","","1","","","1","1","","1","1","1","",""
"transposase_D_2","","IS1239 transposase",9,"","","","","","","",1,1,1,"1","","","","","","1","","1","","1","1","1","","","","","","","","1","","1","","","","","1","",""
"group_5113","","hypothetical protein",9,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"group_5999","","caax amino protease family protein",9,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"group_2290","","PTS system transporter subunit IIA",9,"","","","","","","",1,1,1,"","","1","1","1","","","","","1","","","","","","1","","","","","","","1","","1","","","","1","1"
"group_7635","iga_1","surface protein (fragment)",9,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"group_8222","","hypothetical protein",9,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"group_5008","glgA","glycogen synthase",9,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"group_4815","","exported glycosyl hydrolase",9,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"group_959","xerD","IS630-Spn1 transposase Orf1",9,"","","","","","","",1,1,1,"1","","","","","","","1","1","","","1","1","","","","1","1","","","","","","","1","","1","","",""
"nnrD","","carbohydrate kinase",9,"","","","","","","",1,1,1,"","","1","1","1","","","1","1","1","","1","","1","","","","","","","","1","","","","","","","",""
"group_10098","trkA2","potassium uptake protein",9,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"group_13990","","ABC transporter ATP-binding protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","1","1","1","","1","1","","1","1","","","","1"
"group_12213","","Molybdate/tungstate binding protein",9,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"group_13364","manZ_3","PTS system mannose/fructose/N-acetylgalactosamine-specific transporter subunit IID",9,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"lepA","","GTP-binding protein LepA",9,"","","","","","","",1,1,1,"","","1","","1","","","","","1","","","","","","","1","1","1","1","","","1","","","","","","","1"
"pcp-truncation","","pyrrolidone carboxyl peptidase truncation",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","1","1","1","1","1","1","1","1"
"malF","","maltodextrin ABC transporter permease",9,"","","","","","","",1,1,1,"","1","1","","","","1","","1","","","1","1","1","","","","","","","1","","","","1","","","","",""
"thrC","","threonine synthase",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","1","1","1","1","1","1","1","1"
"malX","","maltose/maltodextrin ABC transporter maltose/maltodextrin-binding protein",9,"","","","","","","",1,1,1,"","1","1","","","","1","","1","","","1","1","1","","","","","","","1","","","","1","","","","",""
"group_4400","","Protein of unknown function (DUF2812)",9,"","","","","","","",1,1,1,"1","","1","","","","","1","","","","","1","","","","","","","","1","","","1","1","","1","","1",""
"group_7772","","GNAT family acetyltransferase",9,"","","","","","","",1,1,1,"","1","","","1","","1","1","","","1","","","1","1","","","","","","1","1","","","","","","","",""
"group_624","xerC_1","integrase/recombinase phage integrase family protein",9,"","","","","","","",1,1,1,"1","","1","","","","","","","","","","","","","","1","1","1","1","","","","1","","","","1","","1"
"glgC","","glucose-1-phosphate adenylyltransferase",9,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"yheI_1","","ABC transporter ATP-binding protein/permease",9,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","1","1",""
"malG","","maltodextrin ABC transporter permease",9,"","","","","","","",1,1,1,"","1","1","","","","1","","1","","","1","1","1","","","","","","","1","","","","1","","","","",""
"group_90","IS1167-truncation","IS1167 transposase",9,"","","","","","","",1,1,1,"","","","","","","1","","","","","1","","1","","","1","1","1","1","","","1","","","","","","1",""
"group_11878","","Protein of unknown function (DUF3290)",9,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","1","1",""
"glxK","","glycerate kinase",9,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"glgB","","14-alpha-glucan branching enzyme",9,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"xpt","","xanthine phosphoribosyltransferase",9,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","1","1",""
"group_4919","hsdM","type I restriction modification enzyme methylase subunit",8,"","","","","","","",1,1,1,"","1","","","","","","","","","","1","","","","","","","","","","","1","1","1","1","","1","1",""
"group_16225","","transcription regulator",8,"","","","","","","",1,1,1,"","","1","","","","1","","","","","","","1","","","1","1","1","1","","","","","","","","","","1"
"group_1955","","transposase",8,"","","","","","","",1,1,1,"1","1","","1","","","","","","","","","","","1","","","","","1","","1","","","1","","","1","",""
"group_1892","","phage putative head morphogenesis protein SPP1 gp7 family",8,"","","","","","","",1,1,1,"","","","","1","","","1","1","","1","1","1","","","","","","","","1","","","","","","","","1",""
"group_18411","","phage transcriptional regulator Cro/CI family",8,"","","","","","","",1,1,1,"","","","1","1","","1","1","","1","","","","1","","","","1","","","1","","","","","","","","",""
"group_4161","ecsA_2","Na+ ABC transporter ATP-binding protein",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","1","1","1","","","1","","1","1","","","","1"
"group_16786","","hypothetical protein",8,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","","","","","","","","","","","","","","","","","1","1","1","","","","1","","1","","1","1",""
"group_10987","mepA","multi antimicrobial extrusion (MATE) family transporter",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","","","","","","","1","1","1","1","1","1","1",""
"group_10932","","hypothetical protein",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","1","1","1","","","1","","1","1","","","","1"
"group_9247","glpQ2","glycerophosphoryl diester phosphodiesterase",8,"","","","","","","",1,1,1,"","","1","","","","","","1","","","","","","1","","","","1","","","","1","1","1","","","1","",""
"group_9730","ctpA","cation transporter E1-E2 family ATPase",8,"","","","","","","",1,1,1,"","","","","","","1","1","1","1","","1","","","","","","","","","","1","","1","","","","1","",""
