"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","17150_5#83","17175_7#87","17150_6#82","14566_5#64","14566_4#35","13415_5#51","12837_5#5","12837_5#28","14555_4#17","15995_1#4","15873_1#87","15995_1#60","13415_6#53","12162_1#81","15995_1#77","15995_1#69","14913_7#23","21127_1#31","21053_8#186","21053_8#165","21053_8#140","17870_8#77","15841_2#49","14723_4#87","13415_6#88","13415_6#64","13415_4#89","12837_4#52","15608_4#12","15608_3#70","18090_1#92","22027_1#130","13470_1#50","13415_5#1","12291_6#2","12162_1#42","12162_1#41","11658_1#19","17138_3#75","15731_8#22","14913_5#86","14913_3#44","14723_3#72","14555_4#84","14555_3#84","14412_1#6","14410_8#22","13470_1#57","13415_8#58","13415_4#78","12837_4#44","12837_4#24","17175_5#37","14257_1#67","22841_3#172","9789_5#60","9789_5#47","9789_4#48","9789_4#32","17870_7#156","12837_1#12","12290_3#74","13415_7#79","17175_6#42","15682_1#23","15608_5#94"
"group_10319","","putative integral membrane protein",57,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1"
"group_7982","trpA","tryptophan synthase subunit alpha",57,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","","","","","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_5256","xlyA","bacteriocin putative",57,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","","1","","1","1","1","1","1","1","","","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"marR_2","","MarR family transcriptional regulator",57,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1"
"group_12278","","ABC transporter substrate-binding protein",57,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","","1","1","1","","1","","","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1"
"group_3460","","helix-turn-helix domain protein",57,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","","1","1","1","1","1","1","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","1","1","1","1"
"group_5469","","MarR family transcriptional regulator",57,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1",""
"group_4162","ecsA_2","Na+ ABC transporter ATP-binding protein",57,"","","","","","","",1,1,1,"","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","","1","1","1","1","","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_9597","","VanZ family protein",57,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1"
"group_11955","phtE","pneumococcal histidine triad protein E (Bvh-3)",57,"","","","","","","",1,1,1,"1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1"
"cysK","","cysteine synthase",57,"","","","","","","",1,1,1,"1","1","1","1","","","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1"
"agaN","","alpha-galactosidase",57,"","","","","","","",1,1,1,"","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","","","1","1","1","1","1","1","1"
"glnA","","glutamate-ammonia ligase",57,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1"
"group_9566","","YlmH protein",57,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_2832","","alpha-fucosidase",57,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","","","","","","","","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_4394","","hypothetical protein",57,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1",""
"aguA","","agmatine deiminase",57,"","","","","","","",1,1,1,"1","1","1","","","","","","","1","1","1","","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"gmuA","","PTS system transporter subunit IIA",57,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1"
"mdeA","","O-acetylhomoserine sulfhydrylase",57,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","","1","1","1","1"
"group_9561","pepT","peptidase T",56,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1"
"potA_2","","ferric cations import ATP-binding protein FbpC",56,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","","1","1","1","","1","1","","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1"
"fabG2","","chlorohydrolase/deaminase family protein",56,"","","","","","","",1,1,1,"","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","","1","","1","","1","1","1"
"int","","phage integrase family integrase/recombinase",56,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","1","","1","1","1","","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1"
"gatC_1","","PTS system galactitol-specific family transporter subunit IIC",56,"","","","","","","",1,1,1,"1","1","1","1","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_13989","","ABC transporter ATP-binding protein",56,"","","","","","","",1,1,1,"","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","","1","1","1","","","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_4765","","esterase",56,"","","","","","","",1,1,1,"1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1"
"group_4965","","carbamoylphosphate synthase large subunit",56,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1",""
"group_8576","","membrane protein",56,"","","","","","","",1,1,1,"1","","","","","","","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_2478","","membrane protein",56,"","","","","","","",1,1,1,"1","","","","","","","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"malG","","maltodextrin ABC transporter permease",56,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","","1","1","1","1","","1","","1","1","","","1","1","1","1","1","1","","1","1","1","1","1","","","1","1","1"
"aspS","","aspartyl-tRNA synthetase (aspartate-tRNA ligase)",56,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","","1","1","1","1","","1","","1","1","","","1","1","1","1","1","1","","1","1","1","1","1","","","1","1","1"
"yutD","","transcriptional regulator",56,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1"
"group_6797","truB","FIG01115860  hypothetical protein",56,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","","1","1","1","1"
"tkt2","","transketolase",56,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1"
"sga","","hexulose-6-phosphate isomerase",56,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1"
"yihX","","hydrolase",55,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","","1","1","1","","1","","","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1"
"group_12231","","daunorubicin resistance transmembrane protein",55,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1"
"group_8001","","hypothetical protein",55,"","","","","","","",1,1,1,"1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1"
"group_4824","macB_1","ABC transporter ATP-binding protein",55,"","","","","","","",1,1,1,"1","1","1","","1","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1"
"group_4850","","Esterase",55,"","","","","","","",1,1,1,"1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","1","1","","1","1","1","1","","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1"
"yhbU_1","","U32 family peptidase",55,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","1","","","1","","1","1","1","","","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1",""
"rlmN","","ribosomal RNA large subunit methyltransferase N",55,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1"
"clpC_2","","ATP-dependent Clp protease ATP-binding subunit",55,"","","","","","","",1,1,1,"1","","","","","","","","","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_429","IS1381-truncation","degenerate transposase (Orf1)",54,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","","1","","1","1","1"
"group_6101","hemH","protoheme ferro-lyase",54,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","","1","","1","","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1"
"group_8281","","Secreted protein",54,"","","","","","","",1,1,1,"1","1","1","","1","","","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","1","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_2564","lytB_3","choline binding protein E CbpE",54,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","","","1","1","1"
"xlyA","","LysM domain protein",54,"","","","","","","",1,1,1,"1","1","1","","1","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_8994","","hypothetical protein",54,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","1","1","","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","","1","1"
"hsdS_1","","type I restriction-modification system subunit S",54,"","","","","","","",1,1,1,"1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","1","1","","1","1","","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1",""
"group_5080","","alpha/beta fold family hydrolase",54,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","","","1","1","1","1"
"rpsD","","surface anchored protein",54,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","","","","","1","1","1","1","1","1"
"dnaA","","DNA biosynthesis initiation binding protein",54,"","","","","","","",1,1,1,"","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","","","1","1","","1","1","","","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1"
"group_4208","","sugar hydrolase",54,"","","","","","","",1,1,1,"1","1","","","","","","","","","1","","1","","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"yheI_2","","ABC transporter ATP-binding protein/permease",54,"","","","","","","",1,1,1,"1","1","1","1","1","","1","","","","","1","1","1","","","1","1","1","1","1","1","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"group_4700","","putative uncharacterized conserved secreted protein",54,"","","","","","","",1,1,1,"1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","","1","","","1","1","1","","1","1","1","","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","","1"
"group_6166","","Pneumococcal histidine triad protein D precursor",54,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","","","1","","1","1","1","","1","1","","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1"
"phtE","","pneumococcal histidine triad protein E",54,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","","1","","1","","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1"
"group_3808","","nuclease family transposase",53,"","","","","","","",1,1,1,"","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","1","1","1","1","1","1","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","",""
"group_12806","metG2","methionyl-tRNA synthetase",53,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1"
"group_2626","mutR","transcriptional regulator",53,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","1","1","1","1","1","1","","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1"
"group_14080","","hypothetical protein",53,"","","","","","","",1,1,1,"1","1","1","","1","","","1","","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","1","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"iga_1","","surface protein (fragment)",53,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1"
"ktrB","","Trk transporter membrane-spanning protein - K+ transport",53,"","","","","","","",1,1,1,"","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","1","","","1","1","","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1"
"group_114","","N-ethylammeline chlorohydrolase",53,"","","","","","","",1,1,1,"1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","","1","1","1","1","","1","","1","1","","","1","1","1","1","1","1","","1","1","1","1","1","","","1","","1"
"scrA","","putative sucrose-specific phosphotransferase system (PTS) IIABC component",53,"","","","","","","",1,1,1,"","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","","1","1","1","1","1","","","","","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1",""
"lmb","","adhesion lipoprotein",53,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","","","1","","1","1","","","1","1","","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1"
"group_6146","","response regulator",52,"","","","","","","",1,1,1,"","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","1","1","1","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","","1","1","1"
"group_12653","lysA_1","Pyridoxal dependent decarboxylase",52,"","","","","","","",1,1,1,"","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","1","1","1","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","","1","1","1"
"ABC-NBD-truncation_2","","ABC transporter permease",52,"","","","","","","",1,1,1,"1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","","1","","","1","1","1","","1","1","1","","1","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","",""
"prtP","","serine protease",52,"","","","","","","",1,1,1,"","","","1","1","","","","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_5170","potA_1","ABC transporter substrate-binding protein",52,"","","","","","","",1,1,1,"","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","","1","1","1"
"group_12072","","Fic protein family",52,"","","","","","","",1,1,1,"1","1","1","1","1","1","","","","1","","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","","1","1","1","1","1","1","1","","1","1","","1","","1","","1","1","1","1","1","1","1"
"yfnA","","amino acid permease family protein",52,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","","","","1","","1","1","","","1","1","","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1"
"group_13890","bacA","undecaprenol kinase",51,"","","","","","","",1,1,1,"1","1","1","","","1","1","","","1","","","","","1","","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_4123","queF","7-cyano-7-deazaguanine reductase",51,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","","","","","","","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","","1","1","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_2992","ssuB","multidrug ABC transporter ATPase",51,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","","","","","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","1"
"group_392","","cell envelope integrity inner membrane protein TolA",51,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","1","1","1","1","1","1","1","","","","","","","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","","1","1","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_1408","","IS66-Spn1 transposase",51,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","1"
"argG","","argininosuccinate synthase truncation",51,"","","","","","","",1,1,1,"1","1","1","","1","","","1","","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1"
"group_12915","pbpE","beta-lactamase",51,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","1"
"group_6936","","IS66 family Orf1",51,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","1"
"group_4361","","integral membrane protein",51,"","","","","","","",1,1,1,"1","","","","","","","","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1"
