"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","14412_2#43","14412_2#92","17150_5#28","17150_4#88","17138_3#1","17059_8#20","17059_6#71","14913_5#68","14566_4#83","14555_3#77","14412_1#19","14410_8#40","13415_6#76","13415_4#58","13414_8#89","13414_8#50","12837_4#45","12837_2#54","12837_1#62","17150_4#66","17138_4#4","15995_1#70","15995_1#39","15995_1#28","15873_1#84","15873_1#2","15841_5#90","15841_4#16","15841_3#44","15841_3#23","15841_2#67","15841_1#35","14412_1#68","14410_8#26","14257_1#91","14257_1#31","13470_1#13","13415_7#67","13415_7#66","13415_7#46","13415_6#5","13415_4#84","13414_8#88","13414_8#87","12837_5#34","12837_4#6","12837_3#26","12837_2#41","12837_2#34","9789_5#68","17870_8#49","17794_8#171","15531_2#5","15531_2#14","15378_3#30","14913_5#46","17138_4#24","17059_6#59","14412_2#63","14723_4#34","14723_3#88","17175_4#8","17059_8#36","17059_8#28","12837_4#39","14412_2#59","12837_2#11","14412_1#17","18456_1#21","15531_4#10","15841_3#38","14913_6#77","18456_1#42","12837_4#86","14566_4#81","9789_2#41","17870_7#91","15531_3#8","14723_6#11","14723_4#76","14723_4#45","14723_4#24","14723_4#11","9789_2#55","9716_7#25","18456_1#76","18456_1#72","18456_1#71","18456_1#69","18456_1#51","17870_7#174","15531_4#23","15531_4#11","15531_2#20","15378_4#85","15378_2#95","14936_5#65"
"group_4062","comA","competence factor transporting ATP-binding protein/permease ComA",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","","",""
"group_10672","ABC-N/P","ABC transporter ATP-binding protein/permease",10,"","","","","","","",1,1,1,"","","","1","1","","1","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","",""
"group_663","transposase_D","transposase family protein",10,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","1","1","","1","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_13009","htpX","heat shock protein HtpX",10,"","","","","","","",1,1,1,"","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","1","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_13486","lemA","Cytoplasmic membrane protein LemA",10,"","","","","","","",1,1,1,"","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","1","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4347","","caax amino protease family protein",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","1","","","","","","","1","1","","1","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"group_4163","ecsA_2","Na+ ABC transporter ATP-binding protein",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","1"
"group_7392","lacE_2","PTS system lactose-specific IIBC",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","1","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1441","","transposase ISSmi4",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","1"
"group_9586","scrB","glycosyl hydrolases family 32",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","1"
"group_12114","scrK","fructokinase",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","1"
"group_13990","","ABC transporter ATP-binding protein",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","1"
"cbpG","","choline binding protein G",10,"","","","","","","",1,1,1,"","","","1","","","","","","","","","","","","","","","","","","","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","","","","","","","","","","","1","","","","","1","1","","","","","","","","","","","","","","","","","","","",""
"group_4326","","hypothetical protein",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","1","","","","","1","","","","","","","1","","","","","","","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","1","","","","",""
"lepA","","GTP-binding protein LepA",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","1","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","","","","","","1"
"degA_1","","transcriptional regulator",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","1"
"hupB","","DNA-binding protein HU 1",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","","",""
"group_906","","IS630-Spn1 transposase Orf2",9,"","","","","","","",1,1,1,"1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","1","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1",""
"group_12810","metG2","methionyl-tRNA synthetase",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","1","","","","1","1","","","","","","","","1","","","","","","","","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_332","","transposase",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","1","","","","","","","1","","","","1","","","1","","","","","","","","","","1","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_7156","hyaD_2","glycosyl transferase family protein",9,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","1","1","","","","","","","","1","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_8254","","phosphopentomutase",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2840","lytB_3","endo-beta-N-acetylglucosaminidase LytB",9,"","","","","","","",1,1,1,"1","1","","","1","","","","","","","1","","","","","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_6505","","phage protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","1","","","","","","","","","","1","","","","","","","","","1","","1","","","",""
"group_14845","lmb","adhesion lipoprotein",9,"","","","","","","",1,1,1,"1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","1","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_926","","IS630-Spn1 transposase Orf2",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","1","","","","","","","1","1","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","",""
"glxK_2","","glycerate kinase-family protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_13698","Int-Tn_1","phage integrase family integrase/recombinase",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_12703","","fibronectin/fibrinogen binding protein",9,"","","","","","","",1,1,1,"1","1","","","1","","","","","","","1","","","","","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2713","lytA_6","phage holin LL-H family",9,"","","","","","","",1,1,1,"","","1","","","1","1","1","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"group_3067","","putative holin 1",9,"","","","","","","",1,1,1,"","","1","","","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","","","","","","","","",""
"group_3156","dltC","hypothetical protein",9,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","1","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","1","","","","","","","","","","","","",""
"group_5743","coaE","dephospho-CoA kinase",9,"","","","","","","",1,1,1,"1","1","","","1","","","","","","","1","","","","","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_9554","","Lantibiotic biosynthesis protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","1","","1","","1","1","","1","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_14896","","hypothetical protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_10459","xpt","xanthine phosphoribosyltransferase",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"group_11230","","hypothetical protein",9,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_14897","","hypothetical protein",9,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_19307","","Phage transcriptional regulator",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_18433","","transcriptional regulator",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_11678","","phage protein",9,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_7788","","Putative phage lipoprotein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","1","1","1","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_16076","yebC","glucose-1-phosphate adenylyl transferase",9,"","","","","","","",1,1,1,"","","","","","","","","","1","","","1","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","1","1","",""
"group_17399","","hypothetical protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_7148","ygfU","xanthine permease",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"group_11983","","hypothetical protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_13869","dnaD_2","Phage replication protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_14799","malR","maltose operon transcriptional repressor",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_9250","","hypothetical protein",9,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","1","1","","1","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","",""
"group_16740","","phage protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_16209","","hypothetical protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5731","lytC","14-beta-N-acetylmuramidase",9,"","","","","","","",1,1,1,"1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","1","","","","","","","","","","","1","1","1","","","","1","","","","",""
"group_14890","","phage protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_16739","","hypothetical protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_16210","","GTP-binding protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_14889","","phage protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1937","dhfR","dihydrofolate reductase",9,"","","","","","","",1,1,1,"1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","1","","","","","","","","","","","1","1","1","","","","1","","","","",""
"group_8089","clpX","ATP-dependent Clp protease ATP-binding subunit ClpX",9,"","","","","","","",1,1,1,"1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","1","","","","","","","","","","","1","1","1","","","","1","","","","",""
"group_4243","asnB","Asparagine synthase family protein",9,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","1","","","1","","","",""
"group_10525","","membrane protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","1","1","","1","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","","","","",""
"group_4733","","glyoxalase-like protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"group_4491","glpO","alpha-glycerophosphate oxidase",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","1","1","","","","","","","","","","1","","",""
"group_8915","lacT","transcription antiterminator LacT",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_12666","phoB","DNA-binding response regulator",9,"","","","","","","",1,1,1,"","","","","","1","","","","","","","","1","","","1","","","","","","","","","","","","1","","","1","","","","1","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","",""
"gidB","","16S rRNA methyltransferase GidB",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","1","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"lacG","","6-phospho-beta-galactosidase",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"yceG","","aminodeoxychorismate lyase",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","1","","","","","","","","","1","","1","","","","1","","","","","","","","","","","","","","",""
"group_381","","transposase-like protein IS1381 ISSpn7",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","","",""
"group_10460","","YpjC",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","","",""
"group_11604","","DegV family protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","","",""
"mutT","","mutT/nudix family protein",9,"","","","","","","",1,1,1,"","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","1","","1","","1","","","","","","","","","","","","","","","1"
"group_3010","","ion transporter",8,"","","","","","","",1,1,1,"1","","","","","","","","1","","","1","","","","1","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_905","xerD_2","transposase",8,"","","","","","","",1,1,1,"1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","1","1","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_18738","","bacteriophage pi2 protein 37",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_20529","","XRE family transcriptional regulator",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_18748","","repressor-related protein",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_9418","","hypothetical protein",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_11259","","bifunctional S24 family peptidase/transcriptional regulator",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_15061","","Transporter",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","","","","1","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_11779","","replication protein",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_18309","","hypothetical protein",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_16233","","hypothetical protein",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_14598","","Capsid protein",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_13800","","hypothetical protein",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5155","gatC_2","PTS system galactitol-specific family transporter subunit IIC",8,"","","","","","","",1,1,1,"","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","1","1","1","1","1",""
"group_12785","pyrD","dihydroorotate dehydrogenase 1B",8,"","","","","","","",1,1,1,"1","1","","","","","","","","","","1","","","","","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_15641","","FIG01115461  hypothetical protein",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_401","","hypothetical protein",8,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","1","","","","","1","","",""
"group_11917","pyrDII","dihydroorotate dehydrogenase electron transfer subunit",8,"","","","","","","",1,1,1,"1","1","","","","","","","","","","1","","","","","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
