"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","19183_3#95","17794_7#118","14520_4#91","14410_6#47","19646_1#31","19183_3#22","17794_8#94","17794_8#103","17794_7#127","17428_8#144","16399_5#7","15873_5#73","15873_5#72","15873_5#35","15873_3#65","15873_2#42","15531_4#73","15531_4#68","14520_7#67","15873_3#8","14520_7#70","14520_7#57","14520_7#54","17794_8#12","17794_7#14","17794_7#136","17428_8#134","17428_8#111","16399_7#75","16399_5#46","15873_5#71","15531_5#61","19183_3#20","17794_7#109","17428_8#175","17428_8#167","17428_8#156","17428_8#137","17428_8#135","16399_7#11","16399_5#26","16399_5#15","15873_5#68","14520_4#27","14410_4#2","16399_7#70","16399_7#19","16399_5#33","17794_8#31","15531_5#46"
"group_424","IS1381-truncation","mobile genetic element",40,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","","","","","1","1","","1","","1","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1"
"group_11821","yihX","hydrolase",40,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","","","","","1","1","","1","","1","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1"
"group_13173","haeIIIM","type II DNA modification methyltransferase truncation",40,"","","","","","","",1,1,1,"1","1","1","","","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1"
"group_7804","dinP","DNA polymerase IV",40,"","","","","","","",1,1,1,"1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","","1","1","1","1","1","","","1","","1","1","1","1","1","1","1","1","","1","","1","1","1","","1","1","1"
"group_14080","","hypothetical protein",40,"","","","","","","",1,1,1,"1","","1","1","1","1","1","1","1","1","","1","","1","1","1","","","","1","","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"group_8097","rsmE","16S ribosomal RNA methyltransferase RsmE",40,"","","","","","","",1,1,1,"1","1","1","1","","","1","","","","1","","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1"
"group_2379","","Membrane protein",40,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","1","","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","",""
"group_324","","transposase",40,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","","","1","","","1","1","","1","1","1","1","1","1","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1"
"speA","","ornithine decarboxylase family protein",40,"","","","","","","",1,1,1,"1","","1","","1","1","1","1","1","1","","1","1","1","1","","","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1"
"group_11878","","Protein of unknown function (DUF3290)",40,"","","","","","","",1,1,1,"","","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","","1","1","1","1","","1"
"group_308","","transposase",40,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1",""
"group_942","transposase_A","IS630-Spn1 transposase Orf1",39,"","","","","","","",1,1,1,"1","1","","","1","1","1","1","1","1","","1","1","1","","1","","1","","","","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1"
"group_943","","IS630-Spn1 transposase Orf2",39,"","","","","","","",1,1,1,"1","1","","","1","1","1","1","1","1","","1","1","1","","1","","1","","","","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1"
"group_17456","","prophage LambdaSa2 site-specific recombinase phage integrase family protein",39,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1"
"group_13382","","phage-related minor tail protein",39,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1"
"group_19649","","bacteriophage transcriptional activator",39,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1"
"group_14460","","hypothetical protein",39,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1"
"group_14953","","phage protein",39,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1"
"group_14454","","bacteriophage pi2 protein 37",39,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1"
"group_17054","","hypothetical protein",39,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1"
"group_15797","","prophage LambdaSa2 protease",39,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1"
"group_16793","","phi13 family phage major tail protein",39,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1"
"group_17443","","phage head-tail adaptor",39,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1"
"group_16797","","prophage LambdaSa2 terminase large subunit",39,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1"
"group_17447","","hypothetical protein",39,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1"
"group_13837","","Phage capsid family",39,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1"
"group_4704","","mutT/nudix family protein",39,"","","","","","","",1,1,1,"1","","","","1","1","1","1","1","1","","1","1","1","","1","1","1","1","","","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1"
"group_1441","","transposase ISSmi4",39,"","","","","","","",1,1,1,"1","","","","1","1","1","1","1","1","","1","1","1","","1","1","1","1","","","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1"
"lagD_1","","Bacteriocin ABC transoporter",39,"","","","","","","",1,1,1,"1","","1","","1","1","1","1","1","1","","1","","1","1","1","","","","1","","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"group_3460","","helix-turn-helix domain protein",39,"","","","","","","",1,1,1,"1","","1","","1","1","1","1","1","1","","1","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1",""
"group_13990","","ABC transporter ATP-binding protein",39,"","","","","","","",1,1,1,"1","1","1","1","","1","1","1","1","1","","1","1","1","1","","1","1","","1","","1","","1","1","1","","1","","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1"
"group_5956","","putative bacteriocin",39,"","","","","","","",1,1,1,"1","","","1","1","1","1","1","1","1","","1","","1","1","1","","","","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1",""
"yhaP","","Na+ export ABC ABC transporter membrane-spanning permease",39,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","1","1","1","","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","","","","1","1"
"scrA","","putative sucrose-specific phosphotransferase system (PTS) IIABC component",39,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","1","1","1","","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","","","","1","1"
"group_208","cbpA","choline binding protein A",38,"","","","","","","",1,1,1,"","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","1","1","","1","1","1","1","1","","1","1","1","","1","1","","1","1","1","1","1","1","","","","1","1"
"group_17452","","phage portal protein HK97 family",38,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","",""
"Int-Tn","","integrase",38,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","","1"
"group_2702","gspA_1","glycosyl transferase family 8",38,"","","","","","","",1,1,1,"1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","1","1","1","1","1","1","1"
"group_10938","","phage-like protein",38,"","","","","","","",1,1,1,"1","1","1","","","","1","","","","1","","","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1"
"group_171","","chlorohydrolase",38,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","","1","","","","1","1","1","1","1","1","","1","","","1","","1","","1","1","1","1",""
"mtlD","","mannitol-1-phosphate 5-dehydrogenase",38,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","1","","1","1","1","1","1"
"group_12046","hyaD_2","putative glycosyltransferase",37,"","","","","","","",1,1,1,"","","","","1","","1","","","","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1"
"group_8255","","phosphopentomutase",37,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","","","1","1","1","1","1","1"
"group_4825","macB_1","bacteriocin immunity protein",37,"","","","","","","",1,1,1,"1","","1","","1","1","1","1","1","1","","1","","1","1","1","","","","","","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1",""
"group_7224","int","integrase/recombinase phage integrase family",37,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","","1","1","","","","1","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","1"
"ung","","uracil-DNA glycosylase",37,"","","","","","","",1,1,1,"1","1","1","1","","","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","","1","","","1","","1","1","1","1","1","1","1","1","1","","1",""
"phpA","","streptococcal histidine triad protein PhpA",37,"","","","","","","",1,1,1,"1","1","1","1","","","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","","1","","","1","","1","1","1","1","1","1","1","1","1","","1",""
"deoB","","phosphopentomutase",37,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","","","1","1","1","1","1","1"
"group_9847","","Phage protein",36,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","",""
"group_10548","macB_2","ABC transporter ATP-binding protein",36,"","","","","","","",1,1,1,"1","","","","1","1","1","1","1","1","","1","1","1","1","","","1","1","1","","1","","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1"
"lytA_5","","autolysin",36,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","","1"
"group_4976","","hypothetical protein",36,"","","","","","","",1,1,1,"1","1","1","","1","1","1","1","1","1","","","","","1","1","1","1","1","","","1","1","1","1","1","1","1","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1",""
"gpdA","","glycerol-3-phosphate dehydrogenase (NAD(P)+)",36,"","","","","","","",1,1,1,"","","1","1","1","1","1","","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","","","1","1","","","","","1","1","1","1","1","1","1","","1","1","1"
"group_27011","","IS630-Spn1 transposase Orf1",35,"","","","","","","",1,1,1,"1","1","","","1","1","1","1","1","1","","","","1","1","","1","1","","","","1","","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","",""
"group_4597","","Membrane protein",35,"","","","","","","",1,1,1,"1","","","1","1","1","1","1","1","1","1","","","","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","","1","","1","1",""
"group_12114","scrK","fructokinase",35,"","","","","","","",1,1,1,"","","","","","1","1","1","1","1","","1","1","1","1","","1","1","","1","","1","","1","1","1","","1","","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1"
"galE_3","","IS1380-Spn1 transposase",35,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","1","1","","1","","1","1","","","1","","1","","","1","","1","","1","","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1",""
"group_11079","mutY","A/G-specific adenine glycosylase",34,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","1","1"
"group_2304","vicX","metallo-beta-lactamase superfamily protein",34,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","1","1"
"group_14365","ldhA","L-lactate dehydrogenase 1",34,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","1","1"
"radA","","DNA repair protein",34,"","","","","","","",1,1,1,"1","1","1","1","","1","","1","1","1","","","1","","","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","","1","1","","1","1","","1","1"
"group_2478","","membrane protein",34,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","1","1"
"group_7436","","transposase IS1380-Spn1 related truncation",34,"","","","","","","",1,1,1,"","","1","1","1","1","1","","1","","1","1","","1","1","1","","","1","1","1","1","1","1","","1","1","1","1","","1","","","1","1","","","","","1","1","1","1","1","1","1","","1","1","1"
"group_5453","xylB","zinc-containing alcohol dehydrogenase",33,"","","","","","","",1,1,1,"","","","","1","","1","1","1","1","","1","","1","1","1","1","","1","1","","","","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","","1","1","","1","1","1","","1","1"
"group_9608","udk","bacteriocin",33,"","","","","","","",1,1,1,"1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","1","1"
"group_3087","mdeA","O-acetylhomoserine sulfhydrylase",33,"","","","","","","",1,1,1,"1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","1","1"
"group_6796","truB","FIG01115860  hypothetical protein",33,"","","","","","","",1,1,1,"1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","1","1"
"group_6563","","gp15",33,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","1","1","","1","","","","","1","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","",""
"group_6776","mtlA","PTS system mannitol-specific transporter subunit EIIBC",33,"","","","","","","",1,1,1,"1","","1","","1","1","1","1","1","1","1","","1","1","","","","","1","","1","1","","1","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1",""
"group_1159","","degenerate transposase",33,"","","","","","","",1,1,1,"1","","","","1","1","1","1","1","1","","1","1","1","1","","","","1","1","","","","1","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1"
"Int-Tn_2","","DNA-binding protein",33,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","","1","1","","","","","","","","","1","1","1","1","","1","1","","1","1","1","","","1","1","1","1","",""
"group_1021","","IS1239 transposase",33,"","","","","","","",1,1,1,"1","","","","1","1","1","1","1","1","","1","1","1","1","","","","1","1","","","","1","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1"
"group_13209","purA","adenylosuccinate synthetase",33,"","","","","","","",1,1,1,"1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","","1"
"group_11083","gspA_2","glycosyltransferase",32,"","","","","","","",1,1,1,"1","1","","","1","","","","","","1","","1","1","1","1","1","1","1","","1","","1","1","1","1","","","","","1","1","","1","","1","","1","","1","1","1","1","1","1","1","1","1","1","1"
"ltrA_1","","group II intron maturase",32,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1","1","1","1","","","","","","","1"
"dnaD_2","","gp19",32,"","","","","","","",1,1,1,"1","1","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","",""
"group_6620","yhdJ","DNA modification methyltransferase M.XbaI",32,"","","","","","","",1,1,1,"","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","","","1","1","1"
"ecfA1_2","","ABC transporter ATP-binding protein",32,"","","","","","","",1,1,1,"","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","","","1","1","1"
"group_2634","lepA","PTS system IIB component (galactitol/fructose specific)",32,"","","","","","","",1,1,1,"1","1","","1","1","1","1","1","1","1","1","","1","1","","","","1","1","1","1","","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","","","","","","","","1",""
"group_12708","luxS","S-ribosylhomocysteinase",32,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1","1","1","1","","","","","","","1"
"licR_3","","IS1239 transposase",32,"","","","","","","",1,1,1,"1","1","","1","","","1","1","1","1","1","","1","1","1","","1","","1","1","","","","","1","1","","1","1","1","1","","","1","","1","1","1","1","","1","","1","1","","","1","1","1","1"
"cpsB","","tyrosine-protein phosphatase CpsB",32,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","1"
"yhbU_1","","U32 family peptidase",32,"","","","","","","",1,1,1,"","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","","","1","1","1"
"group_2284","","PTS system transporter subunit IIA",32,"","","","","","","",1,1,1,"1","1","","1","1","1","1","1","1","1","1","","1","1","","","","1","1","1","1","","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","","","","","","","","1",""
"group_7480","","gp18",31,"","","","","","","",1,1,1,"","","","","1","1","1","1","1","1","","1","","","","","1","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1"
"group_4643","artQ_1","amino acid ABC transporter permease",31,"","","","","","","",1,1,1,"1","","","","1","1","1","1","1","1","","1","1","1","","1","","","","","","1","","1","1","1","1","1","1","","1","1","1","1","1","","1","","","1","","1","","","1","1","1","1","","1"
"group_12020","manZ_1","PTS system transporter subunit IID",31,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","1","1"
"group_2743","","phage holin LL-H family",31,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","","1","1","","","","","","","","","","1","1","1","","1","1","","1","1","1","","","1","","1","1","",""
"group_15226","dut","deoxyuridine 5'-triphosphate nucleotidohydrolase",31,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","","1","1","","","","","","","","","","1","1","1","","1","1","","1","1","1","","","1","","1","1","",""
"group_8488","","hypothetical protein",31,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","1","1","","","1","1","","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","","1","","","","1","","1","","","1","1","1","1","1"
"gatC_1","","PTS system galactitol-specific family transporter subunit IIC",31,"","","","","","","",1,1,1,"1","1","","1","1","1","1","1","1","1","","","","1","","","","1","1","1","1","","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","","","","","","","1","1",""
"group_14143","","hypothetical protein",30,"","","","","","","",1,1,1,"","","","1","1","1","","1","1","1","1","","","1","1","1","","","","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","1"
"group_5624","","phage protein",30,"","","","","","","",1,1,1,"","","","","1","1","","1","1","1","","1","","","","","1","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1"
"group_13673","yjjP","membrane spanning protein",30,"","","","","","","",1,1,1,"","","","","1","1","1","1","1","1","1","","","1","","1","","","1","","","1","1","1","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1",""
"group_7906","","phosphoglycerate mutase family protein",30,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","","1","1","","","","","","","","","","1","1","1","","1","","","1","1","1","","","1","","1","1","",""
"dnaQ","","DNA polymerase III subunit epsilon",30,"","","","","","","",1,1,1,"","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","","","","","","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","","","1"
"group_57","IS1167-truncation","transposase-like protein",30,"","","","","","","",1,1,1,"1","1","1","1","","1","","1","1","1","","","1","","","","1","1","","","1","1","1","1","1","1","1","1","1","","1","1","","","1","","1","1","1","","","","1","","","1","","","1","1"
"group_3204","lytA_1","choline binding protein F",29,"","","","","","","",1,1,1,"1","","1","","1","1","1","1","1","1","1","","1","1","","","","","1","","1","1","","1","1","1","1","1","","","","","1","1","1","1","1","1","1","","","","","1","1","","","","1",""
"glpQ2","","glycerophosphoryl diester phosphodiesterase",29,"","","","","","","",1,1,1,"1","1","","1","","1","1","1","1","1","","1","1","","1","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","","1","","1","1"
"group_2028","","protein LacX plasmid",29,"","","","","","","",1,1,1,"","1","1","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","","","","","1","","","","1","1","1","1","","1","1","1","","1"
"wcaJ_1","","galactosyl transferase CpsE",29,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","1"
"group_9045","resA","thioredoxin",29,"","","","","","","",1,1,1,"","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","","","","","","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","","",""
"group_5786","","hypothetical protein",28,"","","","","","","",1,1,1,"","","","","","1","","1","1","1","1","1","","1","1","1","1","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","",""
"group_14472","","hypothetical protein",28,"","","","","","","",1,1,1,"","","","","","1","","1","1","1","1","1","","1","1","1","1","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","",""
"group_12140","","hypothetical protein",28,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","1","","1","1","1","1","1","","1","1","1","1","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","",""
"group_7775","","phage protein",28,"","","","","","","",1,1,1,"","","","","","1","","1","1","1","1","1","","1","1","1","1","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","",""
"group_15807","","phage protein",28,"","","","","","","",1,1,1,"1","1","1","1","","1","","1","1","1","","1","","","","","1","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","",""
