"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","15682_2#26","18090_2#123","21999_8#124","21127_2#93","21127_2#104","12291_3#9","13353_7#88","15608_2#59","14673_1#5","13414_1#77","13154_3#87","13414_4#26","17966_5#142","15682_1#95","15682_2#41","15682_2#7","15682_2#60","15608_3#44","21053_8#178","14936_4#78","12837_3#41","15608_4#27","15608_3#80","15608_3#79","15608_3#78","15608_2#56","15608_3#58","15608_4#50","15682_1#30","15608_5#70","15682_1#21","15608_5#80","22841_4#5","22841_1#74","22667_8#60","22027_1#35","17175_8#61","15608_4#76","15608_4#36","14913_2#83","14913_2#75","14913_2#4","14723_6#81","14723_6#77","14723_6#75","14723_6#70","14723_5#6","14723_5#2","14673_4#44","14673_2#69","14673_2#45","14673_2#2","14673_2#18","14673_1#7","14673_1#33","14566_6#54","14555_4#2","14412_2#45","14412_1#3","14257_1#38","13470_1#80","13415_7#49","13415_6#8","13415_5#85","13415_5#55","13414_2#54","12837_5#6","12837_5#50","12837_4#42","12837_4#27","11658_1#5","11657_2#16","11511_7#46","19341_3#126","14913_3#37","14913_3#10","14410_8#81","14410_8#46","13415_8#69","13415_7#71","13415_7#28","13415_6#65","13414_8#38","13154_4#6","12162_1#51","13415_6#86"
"ybbP","","Hypothetical protein YbbP contains nucleotide-binding domain of DisA bacterial checkpoint controller",58,"","","","","","","",1,1,1,"1","","1","","1","","","1","1","1","1","1","1","","","1","1","1","1","1","1","","","1","","","","1","","1","1","","","","","","","1","","1","1","1","1","1","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1",""
"group_402","IS1381-truncation","transposase-like protein IS1381 ISSpn7",58,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","","","1","1","1","","1","","1","","1","","","1","","1","","1","","1","","1","1","","1","1","1","1","1","1","1","1","","1","1","","","1","","1","","1","","1","1","","1","1","1","1","1","1","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","1","","1","1","","1","","1"
"group_12459","","integral membrane protein",58,"","","","","","","",1,1,1,"","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1"
"group_199","cbpA","choline binding protein A",57,"","","","","","","",1,1,1,"1","1","1","","","","","","","","","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","1","1","1","","1","1","1","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","","1","","1","","1","","1","","","1","","1","1","1","","1","1",""
"group_15582","rex","DNA-binding protein",57,"","","","","","","",1,1,1,"1","1","","","","1","1","1","","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","","1","1","1","1","","1","1","","1","1","1","1","1","","1","1","1","","1","1","1","1","1","","1","","","1","1","","1","1","","","1","","","","1","","1","1","","",""
"group_8719","pphA","serine/threonine protein phosphatase",57,"","","","","","","",1,1,1,"","","","","","","","1","","","1","1","","1","","1","1","1","","1","","1","1","1","1","1","1","1","1","1","","1","","","","","","","1","1","1","","1","1","1","","1","1","1","1","","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","","","1","","1","1","1","1","1","1","","1","1","1","1","1"
"group_4850","","Esterase",57,"","","","","","","",1,1,1,"","","1","1","1","1","1","","1","1","1","1","","","","","1","","","1","","1","1","1","1","","","","1","","1","1","1","1","","1","1","1","1","","","","","","","","1","1","","1","1","1","1","","1","1","1","1","","1","1","1","","1","1","","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"manL","","PTS system mannose-specific transporter subunit IIAB",57,"","","","","","","",1,1,1,"","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1"
"group_11618","ilvD","dihydroxy-acid dehydratase",56,"","","","","","","",1,1,1,"","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_7820","cmtB","transcriptional regulator BglG family",56,"","","","","","","",1,1,1,"","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_915","","IS630-Spn1 transposase Orf2",56,"","","","","","","",1,1,1,"","1","1","","","1","","","","","","1","","","","","1","","1","1","","","","","1","","","","","","","","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1"
"group_9384","murZ","UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2",56,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","1","","1","","1","1","1","","1","1","1","1","1","1","1","","1","","1","1","1","","","","1","","","","1","","","1","","","1","","","1","1","","1","","","",""
"group_11332","hpdB","formate acetyltransferase 3",56,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","","","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","","","1","","1","","","","","1","1","1","1","","","","","","","","","","","",""
"group_126","","chlorohydrolase",56,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","","","1","1","1","","","","1","","1","","1","","","","","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","","","","","1","1","","1","","","1","1","","1","","","1","","1","1","1","1","1","1","1","","1","1","1","","1","1","","1","","1"
"sdrD","","surface protein (fragment)",56,"","","","","","","",1,1,1,"1","1","","1","","","","","","","","1","","1","1","","1","1","1","","","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","","","1","1","1","1","1","","1","","","1","1","","","1","1","1","1","1","","1","","1","","1","1","1","1","","","","","1","1","","1","1","1","1","1","1","1"
"yoeB","","plasmid encoded toxin Txe superfamily",56,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"iga_1","","surface protein (fragment)",56,"","","","","","","",1,1,1,"1","1","","1","","","","","","","","","","1","1","","1","1","1","","","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","","","1","1","1","1","1","","1","","","1","1","1","","1","1","1","1","1","","1","","1","","1","1","1","1","","","","","1","1","","1","1","1","1","1","1","1"
"group_16813","","Prevent host death family protein",56,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"yecD_1","","isochorismatase family protein",56,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_5781","wcaJ_1","galactosyl transferase CpsE",55,"","","","","","","",1,1,1,"1","1","","","","","","1","1","1","","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","","1","1","1","1","","","1","","","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","","","","","","","","","","","","1"
"proS_2","","hypothetical protein ProS",55,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","","","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","","","1","","1","","","","","1","1","1","1","","","","","","","","","","","",""
"group_11177","","ABC transporter permeae",55,"","","","","","","",1,1,1,"1","1","","","","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","","","1","1","","1","1","1","","1","","","","","","1","1","1","1","","","","1","","1","1","1","","1","1","","","","1","","1",""
"group_3422","flr","conserved protein/domain typically associated with flavoprotein oxygenase Dim6/ntab family",54,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_2989","","radical SAM family protein",54,"","","","","","","",1,1,1,"","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_486","IS1381-truncation","transposase-like protein IS1381 ISSpn7",54,"","","","","","","",1,1,1,"","","","","","","","1","","","1","1","","1","","1","1","1","","","","1","1","1","1","","1","1","","1","","1","","","","","","","1","1","1","","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","","1","1"
"group_10321","","putative integral membrane protein",54,"","","","","","","",1,1,1,"1","","","","","1","1","","","","","","","1","1","1","","1","","","","1","1","1","1","","1","","1","1","1","1","","1","1","","","1","1","","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","","","1","1","1","1","","","1","1","1","","1","1","","1","1","1","1","","","1"
"group_1160","","degenerate transposase",54,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","","","1","1","1","1","1","","","1","","1","1","1","1","1","","1","1","","","","","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","","","1","1","1","","","1","1","1","","1","","1","1","1","","1","","1","","","","1","","","1","","","1","","1","","1","1","","1","1",""
"group_16111","","chlorohydrolase",54,"","","","","","","",1,1,1,"","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_173","glf","chlorohydrolase",54,"","","","","","","",1,1,1,"","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_9827","yccU","CoA-binding protein",54,"","","","","","","",1,1,1,"","","","","","1","1","1","1","","","1","","","1","1","1","1","","","1","","","","","1","1","1","1","1","1","","","","","","","1","","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","1","1","","1","1","","1","","1","1","1","1","1","","1","1","","1","1","1"
"group_6273","mngB","alpha mannosidase",54,"","","","","","","",1,1,1,"","","","","","1","1","","1","1","1","","1","","","","","","","","","","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","","1","1","1","1","1","1","1","1","1",""
"group_6483","","Leader peptidase",54,"","","","","","","",1,1,1,"","","","","","1","","","","","","","","","","","","","","","1","","","","","1","","1","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_2289","","PTS system transporter subunit IIA",54,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","","","1","","1","1","","","","","","1","1","","1","","","","1","","1","","","","","1","","1","1","","1","","","","","1","","1","1","","1","","1"
"group_13187","","hypothetical protein",53,"","","","","","","",1,1,1,"","1","1","1","1","","","","","","","","","","1","1","1","","","1","1","1","","","","1","1","1","1","1","1","1","","1","","1","1","1","1","","","","1","1","1","","1","1","1","","1","","1","1","1","","","1","","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","","","","","1","1","1","1","1","1","1"
"group_11040","","GNAT family acetyltransferase",53,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","","","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","","","","","","",""
"group_11563","mmsA","branch migration of Holliday junctions junction-specific DNA helicaseATP-dependent DNA helicase recG homolog",53,"","","","","","","",1,1,1,"","1","1","1","","","","1","1","","1","1","1","1","","1","1","1","","","1","1","","","","","1","1","1","1","1","1","","","","","1","","1","","","","1","1","","1","1","","","","1","1","1","1","1","1","1","","1","1","","1","1","1","","","1","1","1","1","","1","","","1","","1","","1","1","1","1","1","1","1","1"
"group_639","xerC_2","type I restriction-modification system subunit S",53,"","","","","","","",1,1,1,"","","","1","1","","","","","1","1","","","1","","1","1","","","","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","1","1","1","1","1","1","1","","1","","1","1","1","1","1","","","1","1","","1","","1","1","","","1","1","1","","","1","1","","1","","1","",""
"group_14789","metI","cystathionine gamma-synthase",52,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1"
"group_4430","clpC_1","Group II intron maturase",52,"","","","","","","",1,1,1,"","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","","1","1","","","","","","","1","","1","","1","1","1","1","","","","","","1","","","","","","","1","1","1","1","","1","","","","","","","1","","1","1"
"tadA","","cytidine/deoxycytidylate deaminase",52,"","","","","","","",1,1,1,"","1","1","1","1","1","1","","1","1","1","","1","1","1","","1","","1","","1","","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","","","","","","","1","1","","","1","","","1","1","","","","","1","1","","1","1","1","1","1","1","1","1","1","1"
"pheS","","phenylalanyl-tRNA synthetase alpha chain",52,"","","","","","","",1,1,1,"1","","1","1","","1","1","","1","","","","","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1","","1","1","1","1","1","","1","1","","","1","1","1","1","1","","1","","1","1","","","1","1","1","","1","1","1","1","1","","","","","","1","","1","","","1","1","1"
"group_3593","","FIG01114729  hypothetical protein",51,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1"
"group_15624","arcC","carbamate kinase",51,"","","","","","","",1,1,1,"1","1","","1","","","","","","","","","","1","1","","1","","1","","","","1","1","","1","1","1","","","","1","1","1","1","1","1","1","1","1","","1","1","","","1","1","1","1","1","","1","","","1","1","","","1","1","1","1","1","","1","","1","","1","1","1","1","","","","","1","1","","1","1","1","1","1","1","1"
"group_4006","sarA_1","oligopeptide binding lipoprotein",51,"","","","","","","",1,1,1,"","1","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","","1"
"group_1349","","transposase",50,"","","","","","","",1,1,1,"","1","","","","","1","1","","","","1","","","1","","","1","","","1","","","","1","","","1","","1","","","1","1","1","1","1","","","1","1","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","","1","","1","1","1","","1","1","","","1","1","1","1","","","1","1"
"group_306","IS861-truncation_1","IS3-Spn1 transposase truncation",50,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","","","","","1","1","1","1","","","","1","1","","","1","1","1","1","1","","","1","","1","1","1","1","","1","1","","1","1","","","1","1","1","1","","1","1","1","1","1","","","","1","","1","1"
"group_15271","","hypothetical protein",50,"","","","","","","",1,1,1,"","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","","1","1","","","","","","","1","","","","","1","1","1","","","","","","1","","","","","","","1","1","1","1","","1","","","","","","","1","","1","1"
"group_10524","","signal peptide",50,"","","","","","","",1,1,1,"1","1","1","","","1","1","1","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","1","1","","1","1","","","1","","1","","","1","","","1","1","","1","","","","1","","1","","1","","","1","1","1","1","1","1","1","","1","1","1",""
"group_9065","","cell wall surface anchor family protein",49,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","","1","","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_27023","","IS630-Spn1 transposase Orf1",49,"","","","","","","",1,1,1,"","1","1","1","1","","1","","1","1","1","1","","","","","1","","1","1","","","","","1","","","","","","","","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","","1","1","1","","1","","","1","","","1","","","1","","","","","1","1","1","","1","1","","1","1","","","1","1","1","1","1","1"
"group_4644","artQ_2","amino acid ABC transporter permease",49,"","","","","","","",1,1,1,"","1","","","","","1","","","","","","","","","","","","1","1","","","","","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","","1","1","","1","1","","","1","1","1","1","","1","1","1","1","1","","","1","1","1","1","1","1"
"group_1023","","IS1239 transposase",49,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","1","","","1","","","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","","","","","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","","1","1","1","","","1","1","1","","1","","1","1","1","1","1","","1","","","","1","","","1","","","1","","1","","1","1","","1","1",""
"group_16149","pncG","putative immunity protein",49,"","","","","","","",1,1,1,"","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","1","","1","1","1","1","","1","","1","1","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1"
"group_273","IS861-truncation_1","degenerate transposase (Orf1)",49,"","","","","","","",1,1,1,"","1","1","1","1","","","1","1","1","1","1","1","","","1","1","","1","","","","","1","1","1","1","","","","1","1","1","1","1","1","1","","1","1","","1","","1","1","","1","1","1","1","","1","1","","","","1","1","1","","1","","","1","1","1","","","1","1","","1","","1","","1","","","","1","","1","","","",""
"hsdS_1","","type I restriction-modification system subunit S",49,"","","","","","","",1,1,1,"","","1","1","1","1","1","","","1","1","","","","","","1","","","","","1","1","1","1","","","","1","","1","1","1","1","","1","1","1","1","","","","","","","","1","1","","1","1","1","1","","1","1","1","1","","1","1","1","","","1","","","1","","1","","","1","1","1","1","","1","1","1","","1","1","1","1","1"
"rpsD","","surface anchored protein",49,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","1","1","","","1","1","1","1","","","1","","1","1","1","1","1","","1","","","","","","1","","1","1","1","1","","","","","","","","","1","1","1","1","1","","1","1","","","1","","1","1","1","1","","1","","1","","","1","1","","","1","1","","","1","","1","1","1","1","","1","1","1","","1","1","1","","","1"
"group_1572","","Tn5253 bacteriocine putative",48,"","","","","","","",1,1,1,"1","","1","1","1","1","","1","1","1","","1","1","","1","1","","1","","1","1","1","1","1","","","1","1","1","","","1","","","","","","","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","","1","","1","1","","1","","1","","","","","1","","","","1","","","","1","1","","","1","","1","1","","1",""
"group_16215","secY_2","Preprotein translocase SecY",48,"","","","","","","",1,1,1,"1","1","","","","","","1","1","1","1","1","1","1","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","","","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","","","","","1","1","","","","1","1","1","1","","","","","","","","","","","",""
"group_5956","","putative bacteriocin",48,"","","","","","","",1,1,1,"","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","1","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1"
"group_4976","","hypothetical protein",48,"","","","","","","",1,1,1,"1","1","","","","1","","","1","","","","1","","","","","","","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","1","","","1","1","1","1","1","1","1","1",""
"group_110","glf_1","chlorohydrolase",48,"","","","","","","",1,1,1,"","1","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","","","","1","1","1","1","1","1","1","","","1","1","1","","1","1","","","1","1","1","1","1","","1","1","1","1","1","1","1",""
"hsdS_2","","type I restriction enzyme",48,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","1","1","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","","1","","1","","1","1","","1","1","1","1","","1","1","1","1","","1"
"group_822","gmuC_1","IS1380-Spn1 transposase",47,"","","","","","","",1,1,1,"","1","","","","1","1","","","","","","","1","1","1","1","1","","1","1","1","","","","","1","1","","","1","1","1","1","1","","","1","","","","1","","1","1","1","","1","","1","","1","1","1","1","","","","1","1","","","1","1","","1","","","1","","1","1","","","1","1","","1","1","1","1","1","","1","1","1"
"group_61","IS1167-truncation","transposase",47,"","","","","","","",1,1,1,"","1","","","","1","1","","","","","","","1","1","1","1","1","","1","1","1","","","","","1","1","","","1","1","1","1","1","","","1","","","","1","","1","1","1","","1","","1","","1","1","1","1","","","","1","1","","","1","1","","1","","","1","","1","1","","","1","1","","1","1","1","1","1","","1","1","1"
"group_12643","glnA","glutamate-ammonia ligase",47,"","","","","","","",1,1,1,"1","1","","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1","","","","","","1","1","1","1","","","","1","","","1","1","","1","1","1","1","1","","","1","1","1","","","1","","","","","","","","","","","","","","1"
"xerC_1","","prophage maintenance system killer protein",47,"","","","","","","",1,1,1,"","","1","1","1","1","1","","","1","","","","","","","1","","","","","1","1","1","1","","","","1","","1","1","1","1","","1","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","","1","","","1","","1","","","1","","1","1","","1","1","1","","1","","1","1",""
"malX","","maltose/maltodextrin ABC transporter maltose/maltodextrin-binding protein",47,"","","","","","","",1,1,1,"","1","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","","","","","","1","1","1","1","1","1","1","","","1","1","1","","1","1","","","1","1","1","1","1","","1","1","1","1","1","1","1",""
"radA","","DNA repair protein",47,"","","","","","","",1,1,1,"","1","","","","","","1","1","1","1","1","1","1","","","1","1","1","","","1","","1","","1","1","1","","","","1","1","1","1","1","1","","1","","","","1","1","","","1","1","1","1","1","1","1","","","","1","1","","1","","","","","1","1","","","1","","1","1","1","1","","1","","","1","1","","","1","1","",""
"atpE","","F0F1 ATP synthase subunit C",47,"","","","","","","",1,1,1,"1","","1","1","1","","","1","1","1","1","1","1","","","","","","","","1","","","","","1","","1","","","","","1","","","","1","1","1","1","1","1","","1","","","1","1","1","","","1","","","1","1","1","","1","","1","","1","1","1","1","1","1","1","","","","","1","1","1","","1","","1","1","1","1","1","1",""
"group_15884","gspA_1","Glycosyl transferase",46,"","","","","","","",1,1,1,"1","1","","","","","","1","1","1","1","","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","","","1","1","1","1","1","1","1","","1","1","","1","1","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","","","","","","",""
"group_13544","","phage capsid protein",46,"","","","","","","",1,1,1,"1","","","1","","1","","","","","","1","","","1","1","","1","","1","","1","1","1","1","1","1","1","","","","1","","","","","1","","1","","","","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","","1","1","1","1","","","1","1","","1","1","","","","","","1"
"group_14904","","phage protein",46,"","","","","","","",1,1,1,"1","","","1","","1","","","","","","1","","","1","1","","1","","1","","1","1","1","1","1","1","1","","","","1","","","","","1","","1","","","","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","","1","1","1","1","","","1","1","","1","1","","","","","","1"
"group_17417","","hypothetical protein",46,"","","","","","","",1,1,1,"1","","","1","","1","","","","","","1","","","1","1","","1","","1","","1","1","1","1","1","1","1","","","","1","","","","","1","","1","","","","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","","1","1","1","1","","","1","1","","1","1","","","","","","1"
