"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","15995_2#45","15995_2#148","12837_5#35","14566_6#25","17175_4#31","14410_8#2","12837_5#58","12291_6#36","17175_6#55","17175_6#56","17175_6#2","12291_6#19","12837_3#68","17059_8#92","17175_6#69","17059_7#58","14566_6#48","14412_2#22","13470_1#79","13415_7#52","12837_4#85","15995_2#143","15841_1#45","14566_5#79","14410_8#63","13414_8#83","12837_5#65","12837_5#7","15995_2#14","15841_5#10","15841_1#77","15841_1#16","15731_8#58","15731_8#26","15995_2#99","15873_1#46","15731_8#18","15731_8#10","17175_7#73"
"group_7477","","gp18",11,"","","","","","","",1,1,1,"1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","1","1","1","1","1","1","","","",""
"group_3175","macB_6","puttaive FtsX-family transport protein",11,"","","","","","","",1,1,1,"1","1","","","","1","1","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","1","1","1","",""
"group_11546","","hypothetical protein",11,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","1","1","","","","","","","","","","","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","",""
"group_11573","ptrB","prolyl oligopeptidase family protein",11,"","","","","","","",1,1,1,"","","","1","1","","","","1","","1","1","1","","","1","1","","1","1","1","","","","","","","","","","","","","","","","","",""
"group_477","","degenerate transposase",11,"","","","","","","",1,1,1,"1","1","1","","","","","1","1","1","1","","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_6506","","phage protein",11,"","","","","","","",1,1,1,"1","1","","","","1","","","","","","","","","","1","1","","","","1","1","","","1","","","1","","","1","","","","1","","","",""
"group_199","cbpA","choline binding protein A",11,"","","","","","","",1,1,1,"","","","","","","","1","1","","1","","1","","1","1","","1","1","","1","","","","","","","","","","","1","","","","","1","",""
"group_4612","","Membrane protein",11,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","","","","1","","","","1","","1","","1","1","1","1","1","1","","1","","",""
"group_3535","","phage protein",11,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","1","1","","","1","","","","","","","1","","","1","","","","1","","","1","","","","1","1","1","","1","","","","",""
"group_4430","clpC_1","Group II intron maturase",11,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","1","1","","","","1","","","1","1","1","","","1","1","","","1","1","","","","",""
"group_1390","","cell wall surface anchor family protein",11,"","","","","","","",1,1,1,"","","1","","1","","","","","","","","","1","","1","","1","","1","1","","","1","1","1","","","","","","1","","","","","","",""
"group_4704","","mutT/nudix family protein",11,"","","","","","","",1,1,1,"1","1","","1","1","","1","","1","","","","","","1","","","","","","1","","1","","1","","","","","","","","","","","","1","",""
"group_954","transposase_B","IS630-Spn1 transposase Orf1",11,"","","","","","","",1,1,1,"","1","","","1","","","","","","","","","","","1","1","1","1","1","","","","","","","1","","","","","","","","","1","","1","1"
"group_5665","","topology modulation protein",11,"","","","","","","",1,1,1,"","","1","1","","1","1","1","1","","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"nnrD","","carbohydrate kinase",11,"","","","","","","",1,1,1,"","","1","1","","1","1","","1","","1","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","",""
"group_8001","","hypothetical protein",11,"","","","","","","",1,1,1,"1","1","1","","1","","","1","","1","","","","","","","","","","","","","","","1","1","1","","","","","","","","1","","1","",""
"repA","","replication initiator protein",11,"","","","","","","",1,1,1,"","","1","1","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","",""
"group_8991","","V8-like Glu-specific endopeptidase",11,"","","","","","","",1,1,1,"","","1","1","","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_9372","murZ","acetyltransferase",11,"","","","","","","",1,1,1,"","1","1","1","","1","1","","","","","1","1","1","","","","","","","","","1","","","","","","","","","","","","1","","","","1"
"phtA","","pneumococcal histidine triad protein A precursor",11,"","","","","","","",1,1,1,"1","1","","","","","1","","","","","","","1","","","","1","1","","","1","1","","","1","","","1","","","","1","","","","","",""
"alkD-truncation","","putative DNA alkylation repair enzyme",11,"","","","","","","",1,1,1,"","","1","1","","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"gapA","","glyceraldehyde-3-phosphate dehydrogenase",11,"","","","","","","",1,1,1,"","","","","","","","","","1","1","1","1","","","","","","","","","","","","","1","1","","1","","1","1","1","1","","","","",""
"regX3","","VncR response regulator",11,"","","","","","","",1,1,1,"1","1","1","","","","","","1","","1","1","","","1","","","","","","","1","","","","","","1","","","","","","","1","","","","1"
"lrp","","leucine-rich protein",11,"","","","","","","",1,1,1,"1","1","1","","","","","","1","","1","1","","","1","","","","","","","1","","","","","","1","","","","","","","1","","","","1"
"group_13889","bacA","undecaprenol kinase",10,"","","","","","","",1,1,1,"1","","1","","","1","1","","","","","","","","","","1","","1","","1","","1","","","","","","","","","","","","","1","1","",""
"group_153","glf_1","chlorohydrolase",10,"","","","","","","",1,1,1,"","","1","","1","","","","","","","","","","","1","","1","","1","1","","","1","1","1","","","","","","1","","","","","","",""
"group_14104","","Phage protein",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","1","1","1","1","1","1","1","","","","1"
"group_17462","","phage protein",10,"","","","","","","",1,1,1,"1","1","","1","1","1","1","","","","","","","","","1","","","1","","","","","1","","","","","","","","","","","","","","","1"
"group_11057","dnaC_2","DNA replication protein",10,"","","","","","","",1,1,1,"1","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","",""
"group_9623","","Membrane protein",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","","","","1","","","","1","","1","","1","1","1","1","1","1","","","","",""
"group_4437","lacA_1","exopolysaccharide biosynthesis protein acetyltransferase",10,"","","","","","","",1,1,1,"1","1","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","1","","1","1","1","1","1",""
"group_12642","yidA_2","Cof family protein",10,"","","","","","","",1,1,1,"1","1","","1","","1","1","","","","","","1","","","","","","","","","1","","","","","","1","1","","","","","","","","","","1"
"group_3063","","putative holin 1",10,"","","","","","","",1,1,1,"","","1","","","","","","1","","1","1","","","","","","1","","","","","1","","","","1","","","","","","","","","1","1","1",""
"group_3054","","phage protein",10,"","","","","","","",1,1,1,"","","1","1","","","","","1","1","","1","1","1","1","","","","","","","","","","","","","","1","","","","","1","","","","",""
"group_12884","","hypothetical protein",10,"","","","","","","",1,1,1,"","","","1","1","","","","","","","","","","1","1","","","1","1","","","","","","","","","","1","","","1","","","1","","","1"
"group_8640","","permease",10,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","1","1","1","1","1","","1","",""
"group_7919","truC","ribosomal large subunit pseudouridine synthase RluD subfamily protein",10,"","","","","","","",1,1,1,"","","","1","","1","1","","1","","","","","1","","","","","","","","","1","","1","","","","","1","","","","","1","","1","",""
"group_5664","ybjI","Cof family protein",10,"","","","","","","",1,1,1,"1","1","","1","","1","1","","","","","","1","","","","","","","","","1","","","","","","1","1","","","","","","","","","","1"
"group_3526","","hypothetical protein",10,"","","","","","","",1,1,1,"","","1","1","1","","","","1","1","","1","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","",""
"group_5613","ssb","phage protein",10,"","","","","","","",1,1,1,"1","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","",""
"group_2073","nusG","competence-specific global transcription modulator",10,"","","","","","","",1,1,1,"","","","","","1","","1","","","","","","","","","1","","","","1","1","","","1","1","","","1","","","","","","","","1","1",""
"group_6563","","gp15",10,"","","","","","","",1,1,1,"","","","","","1","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","",""
"group_12705","adh","alcohol dehydrogenase",10,"","","","","","","",1,1,1,"","1","","","","","1","","","","","","","","","1","","","","1","","","","1","","","","","1","","1","","1","1","1","","","",""
"group_6621","yhdJ","DNA modification methyltransferase M.XbaI",10,"","","","","","","",1,1,1,"","","","1","1","1","1","","","","","","","","","","1","","1","","1","","","","1","","1","1","","","","","","","","","","",""
"group_929","","IS630-Spn1 transposase Orf2",10,"","","","","","","",1,1,1,"1","1","","","","","","","","1","1","","1","","","","","","","","","","","","","1","1","","1","","1","1","","","","","","",""
"group_89","","transposase",10,"","","","","","","",1,1,1,"","","","","","","","1","","1","1","1","1","","1","","","","","","","","","","","","1","","","1","","1","","","","1","","",""
"group_2208","hsdR_2","type I restriction-modification system M protein",10,"","","","","","","",1,1,1,"1","","","1","1","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","1"
"group_11457","deoB","phosphopentomutase",10,"","","","","","","",1,1,1,"","","1","1","","1","1","","1","","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"gidA_2","","tRNA (uracil-5-)-methyltransferase Gid",10,"","","","","","","",1,1,1,"","","","","","","","1","1","","1","1","1","","1","","","","","","","1","","","","","","","1","","","","","","","1","","1",""
"group_8439","","putative transcriptional regulator MtlR",10,"","","","","","","",1,1,1,"","","1","1","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"punA","","purine nucleoside phosphorylase",10,"","","","","","","",1,1,1,"","","1","1","","1","1","","1","","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"mtlF","","mannitol-specific phosphotransferase EIIA",10,"","","","","","","",1,1,1,"","","1","1","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"cbpG","","choline binding protein G",10,"","","","","","","",1,1,1,"","","1","1","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"blpO_2","","bacteriocin BlpO",10,"","","","","","","",1,1,1,"1","1","1","","","1","1","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","1","1","","","1"
"glgA","","glycogen synthase",10,"","","","","","","",1,1,1,"1","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","1","","",""
"rsgA","","ribosome-associated GTPase",10,"","","","","","","",1,1,1,"","","1","1","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_11887","","bacteriocin lactococcin 972 family",10,"","","","","","","",1,1,1,"","","1","1","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"macB_4","","ABC transporter ATP-binding protein",10,"","","","","","","",1,1,1,"","","1","1","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"potD_1","","iron ABC transporter iron-binding protein",10,"","","","","","","",1,1,1,"","","1","1","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_6713","","immunity protein",10,"","","","","","","",1,1,1,"","","1","1","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"metN2","","ATP-binding transport protein",10,"","","","","","","",1,1,1,"","","1","1","","","","1","1","1","1","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","1"
"cysW","","iron ABC transporter permease",10,"","","","","","","",1,1,1,"","","1","1","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"dtd","","D-tyrosyl-tRNA(Tyr) deacylase",10,"","","","","","","",1,1,1,"","","","1","1","","","","","","","","1","","","1","1","1","1","1","1","","","","","","","","1","","","","","","","","","",""
"ydaF_1","","acetyltransferase GNAT family protein",10,"","","","","","","",1,1,1,"","","","1","","1","1","1","","","","","1","1","","1","","1","","","","1","","","","","","","","","","","1","","","","","",""
"group_11889","","hypothetical protein",10,"","","","","","","",1,1,1,"","","1","1","","1","","1","1","","1","","1","1","","","","","","","","1","","","","1","","","","","","","","","","","","",""
"uvrB","","excinuclease ABC subunit B",10,"","","","","","","",1,1,1,"1","1","","1","","1","1","","","","","","1","","","","","","","","","1","","","","","","1","1","","","","","","","","","","1"
"potD_2","","ABC transporter spermidine/putrescine-binding protein",10,"","","","","","","",1,1,1,"","","1","1","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"glnP","","glutamine ABC transporter permease",10,"","","","","","","",1,1,1,"1","1","","1","","1","1","","","","","","1","","","","","","","","","1","","","","","","1","1","","","","","","","","","","1"
"aroD","","3-dehydroquinate dehydratase (3-dehydroquinase) (type I DHQase)",10,"","","","","","","",1,1,1,"","","1","1","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_10308","","FIG01115027  hypothetical protein",10,"","","","","","","",1,1,1,"","","1","1","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"ydcV","","spermidine/putrescine ABC transporter permease",10,"","","","","","","",1,1,1,"","","1","1","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"ecsA_3","","ABC transporter ATP-binding protein",10,"","","","","","","",1,1,1,"","","1","1","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5768","kfoC_2","glycosyltransferase involved in cell wall biogenesis",9,"","","","","","","",1,1,1,"","","1","","1","","","","","","","","","","","1","","1","","1","1","","","1","1","1","","","","","","","","","","","","",""
"group_9396","","hypothetical protein",9,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","1","","","","","1","1","1","","","1","1","","","","","","","","","","1","","","","","","","1","","","","","","","1"
"group_12785","pyrD","dihydroorotate dehydrogenase 1B",9,"","","","","","","",1,1,1,"","","","","","","","","1","","1","1","","","1","","","","","","","1","","","1","","","","1","","","","","","1","1","","",""
"group_11917","pyrDII","dihydroorotate dehydrogenase electron transfer subunit",9,"","","","","","","",1,1,1,"","","","","","","","","1","","1","1","","","1","","","","","","","1","","","1","","","","1","","","","","","1","1","","",""
"group_12703","","fibronectin/fibrinogen binding protein",9,"","","","","","","",1,1,1,"","","","","","","","","1","","1","1","","","1","","","","","","","1","","","1","","","","1","","","","","","1","1","","",""
"group_1071","lytA_2","autolysin",9,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","1","1","","","1","","","","","","","","","","1","1","","1","","1","","","","","1"
"group_2710","","prophage protein",9,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","1","1","","","1","1","","","","","","","","","1","1","","1","","","","","","","1"
"group_2713","lytA_6","phage holin LL-H family",9,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","1","1","","","1","1","","","","","","","","","1","1","","1","","","","","","","1"
"group_11708","","phage structural protein",9,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","1","1","","","1","1","","","","","","","","","1","1","","1","","","","","","","1"
"group_1684","","IS1202 transposase",9,"","","","","","","",1,1,1,"1","","","","1","","","","1","","1","1","","1","1","","","","","","","","","","","","","1","","","","","","","","","","","1"
"group_3067","","putative holin 1",9,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","1","1","","","1","1","","","","","","","","","1","1","","1","","","","","","","1"
"group_2698","gspA_3","glycosyl transferase family 8",9,"","","","","","","",1,1,1,"","","","","","","","","","1","1","","1","1","","1","1","","","1","","","1","1","","","","","","","","","","","","","","",""
"group_16997","","hypothetical protein",9,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","1","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_6151","csoR","Copper-sensing transcriptional repressor csoR",9,"","","","","","","",1,1,1,"","","","1","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_7237","","phage protein",9,"","","","","","","",1,1,1,"1","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","","","",""
"group_945","xerD_1","IS630-Spn1 transposase Orf2",9,"","","","","","","",1,1,1,"","1","","1","","1","1","","","","","","","","","","","","","1","","","","","1","","","","","","","","1","","","1","1","",""
"msbA_3","","ABC transporter ATP-binding protein/permease",9,"","","","","","","",1,1,1,"","1","","","","","","1","","","","","","","","","1","","1","1","","","","","","1","","","1","","","","","","","1","1","",""
"group_8998","potA_1","spermidine/putrescine transport ATP-binding protein",9,"","","","","","","",1,1,1,"","","","1","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_13169","ybeZ","PhoH family protein",9,"","","","","","","",1,1,1,"","","","","","","","","1","","1","1","1","","1","","","","","","","1","","","","","","","1","","","","","","","1","","1",""
"group_17650","","putative small subunit of the terminase",9,"","","","","","","",1,1,1,"","","","","","","1","","","","","","1","","","","","","","1","","","","","","","","","1","1","1","1","1","1","","","","",""
"group_3538","","phage protein",9,"","","","","","","",1,1,1,"","","1","","","1","","","","","1","1","","","","","","1","","","","","","","","","1","","","","","","","","","1","1","1",""
"group_7165","trpF","N-(5'-phosphoribosyl)anthranilate isomerase",9,"","","","","","","",1,1,1,"","","","1","","","","1","","","","","","","","","1","","1","1","","","","","","","1","","","1","","","","1","","1","","",""
"group_7226","","phage protein",9,"","","","","","","",1,1,1,"","","","1","1","","","","","","","","","","1","1","","","1","1","","","","","","","","","","","","","1","","1","","","","1"
"group_3292","","Tn5253 hypothetical protein",9,"","","","","","","",1,1,1,"","1","1","","","1","1","","","1","","","","1","1","","","","","","","1","","1","","","","","","","","","","","","","","",""
"pcp-truncation_1","","pyrrolidone carboxyl peptidase truncation",9,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","1","","","","1","","","","1","","","","","1","","1","","1","1","1","","","",""
"group_10792","ssb","single-strand binding protein family",9,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","1","","","","1","","","","1","","","","","1","","1","","1","1","1","","","",""
"group_12220","","holliday junction resolvase",9,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","1","","","","1","","","","1","","","","","1","","1","","1","1","1","","","",""
"group_84","","transposase",9,"","","","","","","",1,1,1,"","","","","","","","1","","","","","1","","","1","1","1","","","1","","","","","","","","","","","1","","","","","1","","1"
"atpB_1","","IS1239 transposase",9,"","","","","","","",1,1,1,"","","","1","","1","","1","","","","","","","","","","1","1","1","","","","1","","1","","","1","","","","","","","","","",""
"hin","","site-specific recombinase/resolvase",9,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","1","","","","1","","","","1","","","","","1","","1","","1","1","1","","","",""
"group_11187","","phage protein",9,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","1","","","","1","","","","1","","","","","1","","1","","1","1","1","","","",""
"group_14420","","membrane associated protein",9,"","","","","","","",1,1,1,"1","1","","","1","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","",""
"group_12547","","hypothetical protein",9,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","1","","","","1","","","","1","","","","","1","","1","","1","1","1","","","",""
"group_5205","ubiE_2","methyltransferase small domain superfamily protein",9,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","1","","","","1","","","","1","","","","","1","","1","","1","1","1","","","",""
"group_7597","","phage protein",9,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","1","","","","1","","","","1","","","","","1","","1","","1","1","1","","","",""
"group_6491","","phage protein",9,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","1","","","1","","","","","1","1","","","","","","1","","","","","","","","","1","","","","","","","","","1","1","1",""
"group_5755","comGG","late competence protein ComGG",9,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","1","","","","1","","","","1","","","","","1","","1","","1","1","1","","","",""
"group_3195","lytA_1","choline-binding protein F point mutation",9,"","","","","","","",1,1,1,"","","1","1","","","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3569","cglB","competence protein",9,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","1","","","","1","","","","1","","","","","1","","1","","1","1","1","","","",""
"group_13350","","transporter",9,"","","","","","","",1,1,1,"1","1","","","1","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","",""
"group_4174","cglC","competence protein",9,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","1","","","","1","","","","1","","","","","1","","1","","1","1","1","","","",""
"group_10672","ABC-N/P","ABC transporter ATP-binding protein/permease",9,"","","","","","","",1,1,1,"","","1","","","","","1","1","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","1","","","",""
"comGF","","competence protein ComGF",9,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","1","","","","1","","","","1","","","","","1","","1","","1","1","1","","","",""
"group_12343","manZ_3","PTS system transporter subunit IID",9,"","","","","","","",1,1,1,"","","","1","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2992","ssuB","multidrug ABC transporter ATPase",9,"","","","","","","",1,1,1,"","","","1","","1","1","","","","","","","","","","1","","1","","1","","","","1","","1","1","","","","","","","","","","",""
"group_6474","","Leader peptidase",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","","","","1","","","","","","1","","1","1","1","1","1","1","","","","",""
"group_8218","yjjK","ABC transporter ATP-binding protein",9,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1","1","1","1","1","1","","","","",""
"group_7635","iga_1","surface protein (fragment)",9,"","","","","","","",1,1,1,"1","1","","1","","1","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","1","","","","1"
"group_2571","strH_1","beta-N-acetylhexosaminidase",9,"","","","","","","",1,1,1,"","","","1","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5090","glnH","ABC transporter substrate-binding lipoprotein",9,"","","","","","","",1,1,1,"","","","1","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4282","ugd","UDP-glucose 6-dehydrogenase",9,"","","","","","","",1,1,1,"","","","","1","","1","","","","","","","1","","1","1","1","1","1","","","","","","","","","","","","","","","","1","","",""
"group_3726","aldC","Predicted membrane protein",9,"","","","","","","",1,1,1,"","","","1","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_14719","lacA","galactose-6-phosphate isomerase subunit LacA",9,"","","","","","","",1,1,1,"1","1","1","1","","","","1","","","","","","","","","","","","","","1","","","","","","","1","","","","","","1","1","","",""
"group_13993","ccpA_1","catabolite control protein",9,"","","","","","","",1,1,1,"","","","","","","1","","1","1","1","1","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","",""
"mtlD","","mannitol-1-phosphate 5-dehydrogenase",9,"","","","","","","",1,1,1,"","","1","1","","","","1","1","1","1","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"resA","","thioredoxin",9,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","1","1","1","1","1","","","","","","","1","","","","","","","","","1","","","1"
"group_13394","dnaQ","DNA polymerase III subunit epsilon",9,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","1","1","1","1","1","","","","","","","1","","","","","","","","","1","","","1"
"gph","","phosphatase",9,"","","","","","","",1,1,1,"","","","1","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"dsbD_2","","cytochrome c-type biogenesis protein CcdA",9,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","1","1","1","1","1","","","","","","","1","","","","","","","","","1","","","1"
"group_3425","ydaF_5","acetyltransferase gnat family",9,"","","","","","","",1,1,1,"","","","","1","","","","1","1","1","1","1","","1","","","","","","","","","1","","1","","","","","","","","","","","","",""
"tadA","","cytidine/deoxycytidylate deaminase",9,"","","","","","","",1,1,1,"1","1","","","","1","1","1","","1","","","1","1","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_11177","","ABC transporter permeae",9,"","","","","","","",1,1,1,"","","","","","1","","1","1","1","1","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","1"
"malK_2","","binding-protein-dependent transport systems inner membrane component",9,"","","","","","","",1,1,1,"","","","","","","1","","","","","","1","1","","","","","","1","","1","1","1","","1","","1","","","","","","","","","","",""
"group_3960","","hypothetical protein",9,"","","","","","","",1,1,1,"1","1","","","","1","1","","","1","","","","1","1","","","","","","","","","","","","","1","","","","","","","","","","","1"
"cynX","","cyanate permease",9,"","","","","","","",1,1,1,"1","1","","","","1","1","","","1","","","","1","1","","","","","","","","","","","","","1","","","","","","","","","","","1"
"group_12887","","hypothetical protein",8,"","","","","","","",1,1,1,"1","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","1","","1","1","","","",""
"group_13292","","hypothetical protein",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","",""
"group_926","","IS630-Spn1 transposase Orf2",8,"","","","","","","",1,1,1,"","","","","","1","1","","","","","","","","","","","1","","","","","1","","1","","","","","","","","","","1","","1","1",""
"group_17814","","phage transcriptional regulator Cro/CI family",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","",""
"group_20195","","hypothetical protein",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","",""
"group_12010","","phage protein",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","",""
"group_2838","","alpha-fucosidase",8,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","",""
"group_18335","","hypothetical protein",8,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","1","","","","1","","","","1","","","","","1","","1","","1","1","","","","",""
"group_20284","","hypothetical protein",8,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","1","","","","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_15842","","hypothetical protein",8,"","","","","","","",1,1,1,"1","1","","1","1","","","","","","","","","","","1","","","1","","","","","1","","","","","","","","","","","","","","","1"
"group_6573","","gp15",8,"","","","","","","",1,1,1,"1","1","","1","1","","","","","","","","","","","1","","","1","","","","","1","","","","","","","","","","","","","","","1"
"group_2234","","gp24",8,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","1","","","","","","","","","1","","","","1","","","","1","","","","","","","1","","1","1","1","","","",""
"group_13780","","hypothetical protein",8,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","1","","","","1","","","","1","","","","","1","","1","","1","1","","","","",""
"group_2139","gspA_1","glycosyl transferase family protein",8,"","","","","","","",1,1,1,"","","1","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","1","","1","","1","1","1",""
"group_3699","hhaIM","type II DNA modification methyltransferase",8,"","","","","","","",1,1,1,"","","","1","1","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","1","1","","1","","",""
"group_18436","","putative phage DNA binding protein",8,"","","","","","","",1,1,1,"1","1","","1","1","","","","","","","","","","","1","","","1","","","","","1","","","","","","","","","","","","","","","1"
