"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","16399_5#8","15873_3#71","15873_3#63","15873_3#60","15873_3#57","15873_3#26","15873_2#47","15873_2#2","15873_2#16","15531_5#86","15531_4#51","15378_2#58","14520_5#90","14520_5#22","14410_4#78","14723_2#1","10395_5#60","17794_8#95","17794_8#55","17794_8#46","17794_7#121","17794_7#11","17428_8#189","17428_8#172","16453_2#61","16453_2#57","16453_2#50","16453_2#44","16453_2#26","16453_2#25","16399_7#72","16399_7#65","16399_7#64","16399_7#56","16399_7#5","16399_7#49","16399_7#26","16399_6#77","16399_6#47","16399_6#46","16399_6#34","16399_6#25","16399_6#18","16399_5#35","15873_5#33","15873_5#30","15873_2#39","15531_7#9","15531_7#14","15531_5#58","15531_5#54","14893_8#5","14520_7#12","14520_5#95","14520_5#78","14520_5#75","14520_5#58","14520_5#56","14520_5#30","14520_5#3","14520_5#19","14520_5#13","14520_4#92","14520_4#85","14520_4#79","14520_4#36","14410_5#8","14410_4#40","9789_2#7","22841_1#148","22027_1#118","15531_6#73","14520_7#90","14520_7#38","14520_4#7","16453_2#40","16453_2#17","16399_7#62","14520_4#14"
"group_2984","","radical SAM family protein",50,"","","","","","","",1,1,1,"","","","1","1","","","","","1","","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","","1","1","1","1","1","","1","1","","1","1","1","1","","","1","","1","1","","1","","","1","1","","1","1","1","1","1","","","1","1","1","","","1","1","","1",""
"group_9010","qmcA","spfh domain/band 7 family",50,"","","","","","","",1,1,1,"1","","1","1","1","1","","","","","1","","1","","","","","1","1","1","1","1","1","1","","","","","","1","1","","","","","1","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","","1","1","1","1","","","",""
"group_4740","","glyoxalase family protein superfamily",50,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"int","","phage integrase family integrase/recombinase",50,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","1","1","","","","1","","","1","","1","1","1","","","","","","","1","","1","1","","","","1","","1","","1","","","","1","1","1","1","",""
"licR_3","","IS1239 transposase",50,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","","1","","1","1","","","1","1","","1","","1","","1","1","1","","1","1","","1","","","","1","","","","1","1","","","","1","1","1","1","1","","1","1","","","1","1","1","1","","","","1","","","1","1","1","1","1","1","","1"
"group_497","hsdS_1","type I restriction-modification system S protein",50,"","","","","","","",1,1,1,"","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","","","1","","","","","1","1","1","1","1","1","","1","1","","","","1","1","1","","1","","","1","","","","1","","1","","","","1","1","","","","","","1","1","1","1","1","1","1"
"group_12235","dsbD_2","cytochrome c-type biogenesis protein CcdA",50,"","","","","","","",1,1,1,"","1","","1","","","","1","1","","","","","","","","","1","1","1","","1","1","","1","","1","","1","1","1","","1","1","","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","","","","","1",""
"group_11965","","membrane protein",50,"","","","","","","",1,1,1,"","1","","1","1","","","1","","1","1","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","","1","1","1","1","1","","1","1","","1","1","","","","","","","1","1","","1","","","1","1","","1","1","1","1","1","","","1","","1","","","","1","1","1","1"
"xylB","","zinc-containing alcohol dehydrogenase",50,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"cglD","","competence protein CglD",50,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","","","1","1","1","","1","","1","","","1","1","","","","1","","1","1","1","1","1","","1","1","1","1","1","1","","1","","","","","1","","","1","","1","","","","1","1","","1","","","1","1","1","1","","","1","1"
"lytA_4","","autolysin",50,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","","","","","","1","","","","","","","1","1","","1","1","","","1","","1","","1","","1","","1","","","","1","1","1","1","","1","","","1","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_13990","","ABC transporter ATP-binding protein",49,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","","1","1","1","1","","","","","1","1","","","","","","1","1","","","","","","","1","1","","1","","","","1","1","1","1","1","1","1","","1","","","1","","1","","","","","1","1","1","1","1","1","1","1","1","1"
"galT","","galactose-1-phosphate uridylyltransferase",49,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","",""
"ycjP_1","","ABC transporter permease",49,"","","","","","","",1,1,1,"1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1","1","","","1","1","","","1","1","1","1","","1","","1","1","","1","1","1","1","1","","1","","","","1","","","","1","","","","","","1","1","1","1","1","1","1","","1","","1","1","1","1"
"amiD","","peptide ABC transporter permease",49,"","","","","","","",1,1,1,"","1","","","","","","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","","","1","","1","1","1","","1","1","1","1","1","","1","","1","1","1","","","","","","","",""
"rafG","","sugar ABC transporter permease",49,"","","","","","","",1,1,1,"","1","","","","","","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","","","1","","1","1","1","","1","1","1","1","1","","1","","1","1","1","","","","","","","",""
"group_10334","","hypothetical protein",48,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","","1","","","1","","","","1","1","1","1"
"group_11740","Int-Tn_2","Mobile element protein",48,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","1","1","1","1","1","1","1","","1","","1","","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","","","","","","","",""
"hin","","site-specific recombinase/resolvase",48,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","","1","","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","","","","","1","1","1","1"
"group_17331","","hypothetical protein",48,"","","","","","","",1,1,1,"1","","","1","1","1","","","1","","","1","","1","1","","","","1","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","","","","1","1","","1","","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","","","","1","1","","1"
"group_7597","","phage protein",48,"","","","","","","",1,1,1,"1","","","1","1","1","","","1","1","","1","","1","1","","","","1","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","","","","1","1","","1","","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","","","","","","",""
"group_5162","gatC_1","PTS system galactitol-specific family transporter subunit IIC",48,"","","","","","","",1,1,1,"","","","1","1","","","","","1","","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","","1","1","1","1","1","","1","1","","1","1","1","1","","","1","","1","1","","1","","","1","1","","1","1","1","1","1","","","1","1","1","","","1","","","",""
"degA_1","","transcriptional regulator",48,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","1","","1","1","1","1","","","","","1","1","","","","","","1","1","","","","","","","1","1","","","","","","1","1","1","1","1","1","1","","1","","","1","","1","","","","1","1","1","1","1","1","1","1","1","1","1"
"group_624","xerC_1","integrase/recombinase phage integrase family protein",48,"","","","","","","",1,1,1,"","1","1","","","","","1","1","","1","1","","","","1","1","1","","1","","1","1","1","1","","1","1","1","","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","","","1","","","1","1","","1","1","","","","","","1","","","","1","1","1","","","","1","1","1","1"
"group_8035","blpN_2","bacteriocin-like peptide N BlpN",47,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","","","","","","","","","",""
"group_15223","","hypothetical protein",47,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","","1","1","","","","","1","1","","1","1","1","","1","1","1","1","1","1","","","","1","","1","","","","1","1","1","1"
"group_2932","","transposase",47,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","","1","1","1","1","1","1","","","1","1","1","1","1","1","1","","","1","","","","1","","1","1","","","1","1","1","1","1","1","1","","","1","","","","1","1","","1","1","1","1","","1","","","1","1","1","","","","1","","1","","","1","","1","","","","1",""
"group_6506","","phage protein",47,"","","","","","","",1,1,1,"1","","","1","1","1","","","1","","","","","","1","","","1","1","1","1","1","1","1","","","1","1","1","1","","","","1","1","","","1","1","1","1","1","1","1","","1","","1","1","","1","","1","1","1","1","","1","1","","1","1","1","1","1","1","","1","1","1","1","","","","","","","1",""
"group_9586","scrB","glycosyl hydrolases family 32",47,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","","1","1","1","1","","","","","1","1","","","","","","1","1","","","","","","","1","1","","","","","","1","1","1","1","1","1","1","","1","","","1","","1","","","","1","","","1","1","1","1","1","1","1","1"
"group_2633","","PTS system IIB component (galactitol/fructose specific)",47,"","","","","","","",1,1,1,"","","","1","1","","","","","1","1","","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","","1","1","1","1","1","","1","1","","1","1","","","","","","","1","1","","1","","","1","1","","1","1","1","1","1","","","1","","1","","","","1","1","1","1"
"dnaA","","DNA biosynthesis initiation binding protein",47,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","","1","","","1","1","","1","","","","","","1","","","","1","","1","1","1","1","1","1","","1","1","1","","","1","1","1","1","","","1","","","","1","","1","","","","","","","1","","1","","1","1","1","1","1","1","1"
"group_5251","","phage antirepressor protein",46,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","","","1","","1","","1","1","1","","","","","","","",""
"group_10050","","IS1167 transposase",46,"","","","","","","",1,1,1,"1","1","","1","1","1","","1","","1","1","1","1","1","","","1","1","1","1","1","","1","1","","","1","1","1","","","","1","","1","","","1","1","","1","","","1","","","1","1","1","1","","1","","","","","","1","","1","","","1","","","1","","1","1","","1","1","1","","1","1","1","1","1"
"group_3940","ald2_1","alanine dehydrogenase",46,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","","","1","1","1","1","","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","","","","","","","","","",""
"group_1599","","hypothetical protein",46,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","","1","1","","","","","1","1","","1","1","1","","1","1","1","1","1","1","","","","1","","1","","","","1","1","","1"
"group_17734","","hypothetical protein",46,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","","1","1","","","","","1","1","","1","1","1","","1","1","1","1","1","1","","","","1","","1","","","","1","1","","1"
"group_13526","","plasmid rolling circle replication initiator protein",46,"","","","","","","",1,1,1,"","1","1","","","","1","1","","1","","","1","","","1","","1","","1","1","1","1","1","","","","1","","1","1","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","","1","","1","","1","1","","1","1","1","1","1","","1","1","1","","1","","1","1","1","1","","","","","","",""
"group_1437","","transposase ISSmi4",46,"","","","","","","",1,1,1,"1","1","1","","","","","1","1","1","1","","","","","1","","1","1","","","1","1","1","1","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","","","1","","1","","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","","","1","","","","","","1",""
"group_6465","lagD_1","transporter truncation",46,"","","","","","","",1,1,1,"1","","","","","","1","","","","","","1","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","","","","","","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","","","","","","","","","",""
"group_1021","","IS1239 transposase",46,"","","","","","","",1,1,1,"1","1","1","","","1","","","","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","1","1","1","1","1","1","1","","","","","","1","","","1","","","","1","1","1","1","","1","","","","","1","1","","1","","1","","","1","1","1",""
"group_4765","","esterase",46,"","","","","","","",1,1,1,"","1","","","1","","","1","","","","1","","","1","1","1","1","","1","1","1","1","1","1","","1","1","1","","","1","1","1","1","","1","","1","1","1","1","1","1","","1","1","1","1","","1","","1","","","1","","","","1","","","1","1","","1","","1","","1","1","1","","","","1","1","","1"
"ugpC","","sugar ABC transporter ATP-binding protein",46,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","1","","1","1","","1","1","1","1","","","","1","","","","1","1","1","1","1","","","1","1","1","1","","1","1","","","","","","1","","","","1","","","1","","1","","","1","","","1","1","","","","1","","1","","","1","1","1","1","1","1","1","1","1","1","1"
"rebM","","methyltransferase type 11",46,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","1","","1","1","","1","1","1","1","","","","1","","","","1","1","1","1","1","","","1","1","1","1","","1","1","","","","","","1","","","","1","","","1","","1","","","1","","","1","1","","","","1","","1","","","1","1","1","1","1","1","1","1","1","1","1"
"apt","","adenine phosphoribosyltransferase",46,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","1","","1","1","","1","1","1","1","","","","1","","","","1","1","1","1","1","","","1","1","1","1","","1","1","","","","","","1","","","","1","","","1","","1","","","1","","","1","1","","","","1","","1","","","1","1","1","1","1","1","1","1","1","1","1"
"group_2261","","gp24",45,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","","1","1","","","","","1","1","","1","1","1","","1","1","1","1","1","1","","","1","1","","1","","","","","","",""
"group_651","transposase_D","transposase family protein",45,"","","","","","","",1,1,1,"1","1","1","","1","","1","","","1","1","1","1","1","1","1","","","","","","","","","1","","1","","1","1","1","","1","","","1","1","","1","1","1","1","1","","1","","1","1","","1","1","","1","1","1","1","","","1","1","1","1","1","1","","1","1","1","1","","","1","","","","","","",""
"group_9997","","OmpA domain-containing protein",45,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","","","1","1","1","1","1","","","","1","1","1","","1","1","","","","","","1","","","","1","1","","1","","1","","","1","","","","","","","","","","1","","","1","","","1","1","1","1","1","1","1","1"
"haeIIIM","","type II DNA modification methyltransferase truncation",45,"","","","","","","",1,1,1,"1","1","","1","","","","1","1","","1","","1","","","1","","","","","","","1","1","1","1","1","1","1","1","","","1","1","","1","","1","1","","1","","","","","","","1","1","1","1","1","1","","1","1","1","","","1","1","","1","","1","","","","1","1","","1","1","1","1","1","1","1","1"
"group_1159","","degenerate transposase",45,"","","","","","","",1,1,1,"1","1","1","","","1","","","","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","","1","1","1","","1","1","1","1","","","","","","1","","","1","","","","1","1","1","1","","1","","","","","1","1","","1","","1","","","1","1","1",""
"group_17362","atpF","proton-translocating ATPase F0 sector subunit b",45,"","","","","","","",1,1,1,"1","1","1","","1","1","1","1","","1","1","","1","1","1","1","","","","","","","","","","","","","","","1","","1","1","1","1","1","1","","","","1","1","","1","","","","1","1","1","1","1","1","1","1","1","","","1","1","1","1","","1","1","1","1","","1","","","1","1","1","","","","1"
"group_4850","","Esterase",45,"","","","","","","",1,1,1,"","1","","","1","","","1","","","","1","","","1","","1","1","","1","1","1","1","1","1","","1","1","1","","","1","1","1","1","","1","","1","1","1","1","1","1","","1","1","1","1","","1","","1","","","1","","","","1","","","1","1","","1","","1","","1","1","1","","","","1","1","","1"
"lpd","","oxidoreductase pyridine nucleotide-disulfide class I Mercury (II) reductase",45,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","1","","1","1","","1","1","1","1","","","","1","","","","1","1","1","1","1","","","1","1","1","1","","1","1","","","","","","1","","","","","","","1","","1","","","1","","","1","1","","","","1","","1","","","1","1","1","1","1","1","1","1","1","1","1"
"yhjX","","major facilitator oxalate formate antiporter",45,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","1","","1","1","","1","1","1","1","","","","1","","","","1","1","1","1","1","","","1","1","1","1","","1","1","","","","","","1","","","","","","","1","","1","","","1","","","1","1","","","","1","","1","","","1","1","1","1","1","1","1","1","1","1","1"
"cshA_1","","ATP-dependent RNA helicase",45,"","","","","","","",1,1,1,"1","1","1","1","1","1","","1","1","","1","1","","1","1","1","1","","","","1","","","","1","1","1","1","1","","","1","1","1","1","","1","1","","","","","","1","","","","","","","1","","1","","","1","","","1","1","","","","1","","1","","","1","1","1","1","1","1","1","1","1","1","1"
"group_1456","","IS66-Spn1 transposase",44,"","","","","","","",1,1,1,"","","1","1","1","1","1","","1","1","1","1","1","1","","1","1","","","","","","","","1","","","1","","","1","","1","1","1","1","","1","","1","","1","","1","1","","1","1","1","1","","1","","1","1","","1","","1","1","","1","","1","1","1","1","1","1","","","","1","1","","","","",""
"group_1188","prtP","serine protease",44,"","","","","","","",1,1,1,"","","","1","1","","","","","1","1","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","","1","1","1","1","1","","1","1","","1","1","","","","","","","1","1","","1","","","1","1","","1","1","1","1","1","","","1","","1","","","","","","",""
"group_208","cbpA","choline binding protein A",44,"","","","","","","",1,1,1,"","1","","","","","","1","","","","","","","","","","1","1","1","1","1","","1","1","1","","1","1","1","","","1","","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","","","",""
"group_9045","resA","thioredoxin",44,"","","","","","","",1,1,1,"","1","","","","","","","1","","","","1","","","","","1","1","","","1","1","","1","","1","","","1","1","","1","1","","1","1","","","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","","","1","","","","","1",""
"group_8872","","degenerate transposase",44,"","","","","","","",1,1,1,"","","","1","","","","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","","","1","1","","","","","","","","","1","","","","","1","1","","1","1","1","","1","1","1","","1","","","1","","1","1","","","1","1","1","","","","1","1","1","1","1"
"atpE","","F0F1 ATP synthase subunit C",44,"","","","","","","",1,1,1,"1","1","1","","1","1","1","1","","1","1","","1","1","1","1","","","","","","","","","","","","","","","1","","1","1","1","1","1","1","","","","1","1","","1","","","1","1","1","1","1","","1","1","1","1","","","1","1","1","1","","1","1","","1","","1","","","1","1","1","","","","1"
"group_11785","","hypothetical protein",43,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","","1","1","","","","","1","1","","1","1","1","","1","1","1","1","1","1","","","","1","","1","","","","","","",""
"group_3070","","putative holin 1",43,"","","","","","","",1,1,1,"","","","1","","","","","1","","","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","","","","1","1","1","1","1","","","1","","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","","","","","","","","","",""
"group_7557","","GNAT family acetyltransferase",43,"","","","","","","",1,1,1,"1","1","1","","1","1","1","1","","1","1","","1","1","1","1","","","","","","","","","","","","","","","1","","1","1","1","1","1","1","","","","1","1","","1","","","1","1","1","1","1","","1","1","1","1","","","1","1","1","1","","1","1","","1","","","","","1","1","1","","","","1"
"group_4304","wzg","capsular polysaccharide biosynthesis protein Cps14A",43,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","","1","1","1","1","1","1","1","","","","1","","1","1","1","1","1","1","","1","","","1","","","1","1","1","1","1","1","","","","","","","",""
"group_12708","luxS","S-ribosylhomocysteinase",43,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","","1","1","1","1","1","1","1","","","","1","","1","1","1","1","1","1","","1","","","1","","","1","1","1","1","1","1","","","","","","","",""
"group_6638","","surface anchored protein",43,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","1","","1","","","","1","1","","","","","","","","","1","1","1","","1","","1","1","","1","","1","1","1","","1","1","","1","1","","1","1","","1","1","","1","1","1","","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","","1","1","1","","","","","","","","","",""
"ssuB","","multidrug ABC transporter ATPase",43,"","","","","","","",1,1,1,"","","","1","1","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","1","","","","","1","1","","1","","","","","1","1","","1","","","1","1","","1","1","1","","1","","1","1","1","1","1","","1","1","1","",""
"group_10861","","ABC transporter ATP-binding protein",42,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","","","1","","","1","","","","1","","1","","1","1","1","1","","","1","1","","1","","","","","","","1","1","","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1"
"group_8355","","methyltransferase",42,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","1","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","","1","1","","","","","1","1","","1","1","1","","1","1","1","1","1","1","","","1","","","1","","","","","","",""
"group_13044","","FIG01118889  hypothetical protein",42,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","","1","1","","","","","1","1","","1","1","1","","1","1","1","1","1","1","","","","1","","1","","","","","","",""
"group_10296","tabA_2","beta-galactosidase subunit beta",42,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","","1","1","1","1","","","1","","","","","","","","","","","",""
"group_7445","","immunity protein BlpL",42,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","1","","","","1","","","1","","","","1","","","1","1","1","","1","1","1","1","","1","1","","","","1","","","","","1","","","1","1","1","1","1","1","1","1","1","","1"
"ilvC","","ketol-acid reductoisomerase",42,"","","","","","","",1,1,1,"","","","1","","","","1","","1","","1","1","1","","","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","1","1","","","1","","","","","1","1","1","","","","1","1","","1","1","","","1","1","1","","","","","1","","1","1","","","1","1","1","","","","1","1","1","1",""
"artM_1","","ABC transporter ATP-binding protein",42,"","","","","","","",1,1,1,"","","","1","","","","1","","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","","","1","1","","","","","","","","1","1","1","","","","1","1","","1","1","","","1","1","1","","","","","1","","1","1","","","1","1","1","","","","1","1","1","1",""
"ecsA_2","","ABC transporter ATP-binding protein",42,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","1","","1","","1","","","","","1","1","1","1","","","1","1","1","1","1","","","1","1","1","1","1","1","","","1","1","1","1","1","","","","","","","","1","","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_3789","","hypothetical protein",41,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","","1","1","","1","1","1","1","1","","1","","1","","","","","","","","","","",""
"group_16784","","hypothetical protein",41,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","","1","1","","","","","1","1","","1","1","1","","1","1","1","1","1","1","","","","","","1","","","","","","",""
"group_6606","","hypothetical protein",41,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","","","1","1","","1","1","1","1","1","","1","1","1","","","","","","","","","","",""
"group_15139","yesO_2","ABC transporter sugar transporter sugar binding lipoprotein-N-acetylneuraminate-binding protein",41,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","1","","1","","1","1","1","1","","","1","","","","","","","","","","","",""
"Fucolectin-rel","","Glycosyl hydrolase",41,"","","","","","","",1,1,1,"1","","1","1","1","1","","","","","1","","1","","","","","1","1","1","1","","1","1","","","","","","","","","","","","1","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","","1","","","","1","","1","","","","","1","1","1","","","1","1","1","1","","1","1","1"
